time,cell_number,x,y,Alive,nuclei_size,cell_size,protein_concentration,number_of_mRNA_in_nucleus,number_of_mRNA_in_cytoplasm,number_of_transcription_sites,file_name
0,1,185,57,1,2643.0,5671,71.90072297654734,1,1,1,rep1_FOV3
1,1,185,57,1,2630.0,5953,80.0179741306904,2,6,1,rep1_FOV3
2,1,185,57,1,2659.0,6246,90.33669548511047,1,5,1,rep1_FOV3
3,1,185,57,1,2668.0,6499,104.91552546545623,0,5,1,rep1_FOV3
4,1,185,57,1,2638.0,6556,119.4061928004881,4,7,1,rep1_FOV3
5,1,185,57,1,2656.0,6690,127.8542600896861,1,6,1,rep1_FOV3
6,1,185,57,0,0.0,0,0.0,0,0,0,rep1_FOV3
7,1,185,57,0,0.0,0,0.0,0,0,0,rep1_FOV3
8,1,185,57,0,0.0,0,0.0,0,0,0,rep1_FOV3
9,1,185,57,0,0.0,0,0.0,0,0,0,rep1_FOV3
10,1,185,57,0,0.0,0,0.0,0,0,0,rep1_FOV3
11,1,185,57,0,0.0,0,0.0,0,0,0,rep1_FOV3
12,1,185,57,0,0.0,0,0.0,0,0,0,rep1_FOV3
13,1,185,57,0,0.0,0,0.0,0,0,0,rep1_FOV3
14,1,185,57,0,0.0,0,0.0,0,0,0,rep1_FOV3
15,1,185,57,0,0.0,0,0.0,0,0,0,rep1_FOV3
16,1,185,57,0,0.0,0,0.0,0,0,0,rep1_FOV3
17,1,185,57,0,0.0,0,0.0,0,0,0,rep1_FOV3
18,1,185,57,0,0.0,0,0.0,0,0,0,rep1_FOV3
19,1,185,57,0,0.0,0,0.0,0,0,0,rep1_FOV3
20,1,185,57,0,0.0,0,0.0,0,0,0,rep1_FOV3
0,2,586,101,1,2755.0,6602,84.21841866101181,3,0,0,rep1_FOV3
1,2,586,101,1,2776.0,6694,85.62593367194502,1,2,1,rep1_FOV3
2,2,586,101,1,2753.0,6519,81.58536585365853,0,1,1,rep1_FOV3
3,2,586,101,1,2761.0,6617,83.5633973099592,1,3,1,rep1_FOV3
4,2,586,101,1,2752.0,6789,91.75622330240094,2,5,0,rep1_FOV3
5,2,586,101,1,2758.0,6787,91.19684691321645,1,5,0,rep1_FOV3
6,2,586,101,1,2760.0,6781,91.84928476625866,2,1,0,rep1_FOV3
7,2,586,101,1,2764.0,6773,89.72818544219696,1,2,0,rep1_FOV3
8,2,586,101,0,0.0,0,0.0,0,0,0,rep1_FOV3
9,2,586,101,0,0.0,0,0.0,0,0,0,rep1_FOV3
10,2,586,101,0,0.0,0,0.0,0,0,0,rep1_FOV3
11,2,586,101,0,0.0,0,0.0,0,0,0,rep1_FOV3
12,2,586,101,0,0.0,0,0.0,0,0,0,rep1_FOV3
13,2,586,101,0,0.0,0,0.0,0,0,0,rep1_FOV3
14,2,586,101,0,0.0,0,0.0,0,0,0,rep1_FOV3
15,2,586,101,0,0.0,0,0.0,0,0,0,rep1_FOV3
16,2,586,101,0,0.0,0,0.0,0,0,0,rep1_FOV3
17,2,586,101,0,0.0,0,0.0,0,0,0,rep1_FOV3
18,2,586,101,0,0.0,0,0.0,0,0,0,rep1_FOV3
19,2,586,101,0,0.0,0,0.0,0,0,0,rep1_FOV3
20,2,586,101,0,0.0,0,0.0,0,0,0,rep1_FOV3
0,3,53,139,1,2766.0,6911,140.6120677181305,1,10,1,rep1_FOV3
1,3,53,139,1,2784.0,6947,146.27047646466102,2,6,0,rep1_FOV3
2,3,53,139,1,2756.0,6911,133.00607726812328,4,5,0,rep1_FOV3
3,3,53,139,1,2763.0,6806,123.09080223332354,1,6,0,rep1_FOV3
4,3,53,139,1,2780.0,6714,113.53232052427762,2,4,1,rep1_FOV3
5,3,53,139,1,2776.0,6655,108.6168294515402,2,5,1,rep1_FOV3
6,3,53,139,1,2770.0,6589,108.10350584307179,1,10,0,rep1_FOV3
7,3,53,139,1,2784.0,6571,108.68087049155379,2,5,0,rep1_FOV3
8,3,53,139,1,2767.0,6575,106.15437262357415,1,7,0,rep1_FOV3
9,3,53,139,1,2779.0,6464,96.57178217821782,1,3,1,rep1_FOV3
10,3,53,139,1,2767.0,6364,89.12979258328096,2,1,0,rep1_FOV3
11,3,53,139,1,2776.0,6233,84.2005454837157,3,4,0,rep1_FOV3
12,3,53,139,1,2755.0,6183,82.64871421639981,2,2,0,rep1_FOV3
13,3,53,139,1,2788.0,6093,82.39684884293452,2,2,1,rep1_FOV3
14,3,53,139,1,2797.0,6270,85.385326953748,2,4,1,rep1_FOV3
15,3,53,139,1,2778.0,6466,97.69007114135478,1,8,1,rep1_FOV3
