time,cell_number,x,y,Alive,nuclei_size,cell_size,protein_concentration,number_of_mRNA_in_nucleus,number_of_mRNA_in_cytoplasm,number_of_transcription_sites,file_name
0,1,185,59,1,2442.0,6504,123.35147601476015,1,5,0,rep1_FOV6
1,1,185,59,1,2436.0,6375,116.79576470588235,0,4,1,rep1_FOV6
2,1,185,59,1,2443.0,6306,105.27402473834444,3,6,1,rep1_FOV6
3,1,185,59,1,2427.0,6308,104.06721623335447,1,5,1,rep1_FOV6
4,1,185,59,1,2450.0,6249,103.6314610337654,1,9,0,rep1_FOV6
5,1,185,59,0,0.0,0,0.0,0,0,0,rep1_FOV6
6,1,185,59,0,0.0,0,0.0,0,0,0,rep1_FOV6
7,1,185,59,0,0.0,0,0.0,0,0,0,rep1_FOV6
8,1,185,59,0,0.0,0,0.0,0,0,0,rep1_FOV6
9,1,185,59,0,0.0,0,0.0,0,0,0,rep1_FOV6
10,1,185,59,0,0.0,0,0.0,0,0,0,rep1_FOV6
11,1,185,59,0,0.0,0,0.0,0,0,0,rep1_FOV6
12,1,185,59,0,0.0,0,0.0,0,0,0,rep1_FOV6
13,1,185,59,0,0.0,0,0.0,0,0,0,rep1_FOV6
14,1,185,59,0,0.0,0,0.0,0,0,0,rep1_FOV6
15,1,185,59,0,0.0,0,0.0,0,0,0,rep1_FOV6
16,1,185,59,0,0.0,0,0.0,0,0,0,rep1_FOV6
17,1,185,59,0,0.0,0,0.0,0,0,0,rep1_FOV6
18,1,185,59,0,0.0,0,0.0,0,0,0,rep1_FOV6
19,1,185,59,0,0.0,0,0.0,0,0,0,rep1_FOV6
20,1,185,59,0,0.0,0,0.0,0,0,0,rep1_FOV6
0,2,353,100,1,2578.0,5831,90.90584805350711,1,1,1,rep1_FOV6
1,2,353,100,1,2564.0,5777,91.32664012463216,1,3,1,rep1_FOV6
2,2,353,100,1,2586.0,5825,95.76017167381974,0,5,1,rep1_FOV6
3,2,353,100,1,2598.0,5788,91.54267449896338,1,3,1,rep1_FOV6
4,2,353,100,1,2574.0,5821,93.52190345301494,1,5,1,rep1_FOV6
5,2,353,100,1,2603.0,5922,105.741810199257,1,8,1,rep1_FOV6
6,2,353,100,1,2573.0,6064,116.44591029023746,2,6,1,rep1_FOV6
7,2,353,100,1,2540.0,6219,128.6938414536099,3,8,1,rep1_FOV6
8,2,353,100,1,2574.0,6258,132.4694790667945,2,4,0,rep1_FOV6
9,2,353,100,1,2582.0,6221,128.37148368429513,0,6,1,rep1_FOV6
10,2,353,100,1,2595.0,6242,130.70217878884972,0,6,1,rep1_FOV6
11,2,353,100,1,2569.0,6150,129.39967479674797,2,6,0,rep1_FOV6
12,2,353,100,1,2587.0,6183,127.40983341420022,1,7,0,rep1_FOV6
13,2,353,100,1,2577.0,6113,114.44086373302797,1,1,1,rep1_FOV6
14,2,353,100,0,0.0,0,0.0,0,0,0,rep1_FOV6
15,2,353,100,0,0.0,0,0.0,0,0,0,rep1_FOV6
16,2,353,100,0,0.0,0,0.0,0,0,0,rep1_FOV6
17,2,353,100,0,0.0,0,0.0,0,0,0,rep1_FOV6
18,2,353,100,0,0.0,0,0.0,0,0,0,rep1_FOV6
19,2,353,100,0,0.0,0,0.0,0,0,0,rep1_FOV6
20,2,353,100,0,0.0,0,0.0,0,0,0,rep1_FOV6
0,3,330,241,1,2643.0,6216,126.98986486486487,1,3,0,rep1_FOV6
1,3,330,241,1,46.0,6074,114.54181758314125,0,4,0,rep1_FOV6
2,3,330,241,1,2643.0,5904,102.71189024390245,0,1,0,rep1_FOV6
3,3,330,241,1,3.0,5754,87.46611053180396,0,1,0,rep1_FOV6
4,3,330,241,1,2647.0,5538,77.96117732033225,0,0,0,rep1_FOV6
5,3,330,241,1,2627.0,5430,73.51068139963168,0,0,0,rep1_FOV6
6,3,330,241,1,2650.0,5319,69.8274111675127,0,0,0,rep1_FOV6
7,3,330,241,1,2626.0,4976,67.4815112540193,0,0,0,rep1_FOV6
8,3,330,241,1,2629.0,5042,66.5739785799286,0,0,0,rep1_FOV6
9,3,330,241,1,2641.0,4914,65.74806674806675,1,0,0,rep1_FOV6
10,3,330,241,1,2645.0,5238,70.53951890034364,3,0,0,rep1_FOV6
11,3,330,241,1,2645.0,5440,78.43786764705882,1,4,0,rep1_FOV6
12,3,330,241,1,2624.0,5643,83.46659578238526,1,2,0,rep1_FOV6
13,3,330,241,1,2637.0,5612,82.27655024946543,0,3,1,rep1_FOV6
14,3,330,241,1,2641.0,5600,83.53589285714285,1,3,0,rep1_FOV6
