time,cell_number,x,y,Alive,nuclei_size,cell_size,protein_concentration,number_of_mRNA_in_nucleus,number_of_mRNA_in_cytoplasm,number_of_transcription_sites,file_name
0,1,114,75,1,2492.0,5216,76.673504601227,0,1,1,rep2_FOV6
1,1,114,75,1,2485.0,5327,76.91439834803829,1,2,1,rep2_FOV6
2,1,114,75,1,2496.0,5686,91.39623637003166,3,7,1,rep2_FOV6
3,1,114,75,1,2500.0,5933,113.00438226866677,4,8,0,rep2_FOV6
4,1,114,75,1,2481.0,6014,120.41503159294979,4,4,1,rep2_FOV6
5,1,114,75,1,2510.0,6076,134.13989466754444,1,7,1,rep2_FOV6
6,1,114,75,1,2500.0,6173,144.2726389113883,0,8,1,rep2_FOV6
7,1,114,75,1,2495.0,6166,137.09325332468376,4,3,0,rep2_FOV6
8,1,114,75,1,2476.0,6049,126.73499752025128,1,4,0,rep2_FOV6
9,1,114,75,1,2495.0,5922,110.24383654170889,3,1,0,rep2_FOV6
10,1,114,75,1,2491.0,5797,101.60048300845264,1,2,0,rep2_FOV6
11,1,114,75,1,2496.0,5705,94.28010517090271,0,2,0,rep2_FOV6
12,1,114,75,1,2481.0,5646,89.31810131066241,0,0,0,rep2_FOV6
13,1,114,75,1,2465.0,5463,82.52516932088596,1,0,0,rep2_FOV6
14,1,114,75,1,2507.0,5349,79.26453542718265,0,1,1,rep2_FOV6
15,1,114,75,1,2488.0,5331,79.60345151003564,0,3,1,rep2_FOV6
16,1,114,75,1,2475.0,5606,87.46789154477345,2,6,0,rep2_FOV6
17,1,114,75,0,0.0,0,0.0,0,0,0,rep2_FOV6
18,1,114,75,0,0.0,0,0.0,0,0,0,rep2_FOV6
19,1,114,75,0,0.0,0,0.0,0,0,0,rep2_FOV6
20,1,114,75,0,0.0,0,0.0,0,0,0,rep2_FOV6
0,2,488,101,1,2409.0,5168,94.6969814241486,2,3,1,rep2_FOV6
1,2,488,101,1,2418.0,5486,120.15184104994532,4,6,0,rep2_FOV6
2,2,488,101,1,2387.0,5578,135.25331660093224,4,7,0,rep2_FOV6
3,2,488,101,1,2411.0,5607,140.74638844301765,0,7,1,rep2_FOV6
4,2,488,101,1,2416.0,5575,139.06008968609865,2,7,1,rep2_FOV6
5,2,488,101,0,0.0,0,0.0,0,0,0,rep2_FOV6
6,2,488,101,0,0.0,0,0.0,0,0,0,rep2_FOV6
7,2,488,101,0,0.0,0,0.0,0,0,0,rep2_FOV6
8,2,488,101,0,0.0,0,0.0,0,0,0,rep2_FOV6
9,2,488,101,0,0.0,0,0.0,0,0,0,rep2_FOV6
10,2,488,101,0,0.0,0,0.0,0,0,0,rep2_FOV6
11,2,488,101,0,0.0,0,0.0,0,0,0,rep2_FOV6
12,2,488,101,0,0.0,0,0.0,0,0,0,rep2_FOV6
13,2,488,101,0,0.0,0,0.0,0,0,0,rep2_FOV6
14,2,488,101,0,0.0,0,0.0,0,0,0,rep2_FOV6
15,2,488,101,0,0.0,0,0.0,0,0,0,rep2_FOV6
16,2,488,101,0,0.0,0,0.0,0,0,0,rep2_FOV6
17,2,488,101,0,0.0,0,0.0,0,0,0,rep2_FOV6
18,2,488,101,0,0.0,0,0.0,0,0,0,rep2_FOV6
19,2,488,101,0,0.0,0,0.0,0,0,0,rep2_FOV6
20,2,488,101,0,0.0,0,0.0,0,0,0,rep2_FOV6
0,3,204,174,1,2232.0,6272,126.81839923469387,0,4,2,rep2_FOV6
1,3,204,174,1,2243.0,6375,147.24094117647059,1,7,1,rep2_FOV6
2,3,204,174,1,2247.0,6500,164.74492307692307,0,6,2,rep2_FOV6
3,3,204,174,1,2233.0,6535,176.72517214996174,2,5,1,rep2_FOV6
4,3,204,174,1,2244.0,6580,181.70759878419452,4,9,0,rep2_FOV6
5,3,204,174,1,2230.0,6584,175.45534629404617,1,6,1,rep2_FOV6
6,3,204,174,1,2232.0,6447,150.0445168295331,3,6,0,rep2_FOV6
