time,cell_number,x,y,Alive,nuclei_size,cell_size,protein_concentration,file_name
0,1,599,66,1,2472.0,5226,79.3691159586682,rep2_FOV2
1,1,599,66,1,2453.0,5086,76.44062131340935,rep2_FOV2
2,1,599,66,1,2468.0,5153,75.12245294003493,rep2_FOV2
3,1,599,66,1,2444.0,5255,77.7756422454805,rep2_FOV2
4,1,599,66,1,2451.0,5225,78.26985645933014,rep2_FOV2
5,1,599,66,1,2461.0,5246,78.3345406023637,rep2_FOV2
6,1,599,66,1,2450.0,5194,78.17154408933385,rep2_FOV2
7,1,599,66,1,2461.0,5216,76.64781441717791,rep2_FOV2
8,1,599,66,1,2448.0,5104,72.8326802507837,rep2_FOV2
9,1,599,66,0,0.0,0,0.0,rep2_FOV2
10,1,599,66,0,0.0,0,0.0,rep2_FOV2
11,1,599,66,0,0.0,0,0.0,rep2_FOV2
12,1,599,66,0,0.0,0,0.0,rep2_FOV2
13,1,599,66,0,0.0,0,0.0,rep2_FOV2
14,1,599,66,0,0.0,0,0.0,rep2_FOV2
15,1,599,66,0,0.0,0,0.0,rep2_FOV2
16,1,599,66,0,0.0,0,0.0,rep2_FOV2
17,1,599,66,0,0.0,0,0.0,rep2_FOV2
18,1,599,66,0,0.0,0,0.0,rep2_FOV2
19,1,599,66,0,0.0,0,0.0,rep2_FOV2
20,1,599,66,0,0.0,0,0.0,rep2_FOV2
0,2,237,104,1,2480.0,6270,156.58819776714515,rep2_FOV2
1,2,237,104,1,2457.0,6334,156.17113988001262,rep2_FOV2
2,2,237,104,1,2460.0,6214,137.53781783070485,rep2_FOV2
3,2,237,104,1,2457.0,5996,121.51734489659773,rep2_FOV2
4,2,237,104,1,2472.0,6064,119.00593667546174,rep2_FOV2
5,2,237,104,0,0.0,0,0.0,rep2_FOV2
6,2,237,104,0,0.0,0,0.0,rep2_FOV2
7,2,237,104,0,0.0,0,0.0,rep2_FOV2
8,2,237,104,0,0.0,0,0.0,rep2_FOV2
9,2,237,104,0,0.0,0,0.0,rep2_FOV2
10,2,237,104,0,0.0,0,0.0,rep2_FOV2
11,2,237,104,0,0.0,0,0.0,rep2_FOV2
12,2,237,104,0,0.0,0,0.0,rep2_FOV2
13,2,237,104,0,0.0,0,0.0,rep2_FOV2
14,2,237,104,0,0.0,0,0.0,rep2_FOV2
15,2,237,104,0,0.0,0,0.0,rep2_FOV2
16,2,237,104,0,0.0,0,0.0,rep2_FOV2
17,2,237,104,0,0.0,0,0.0,rep2_FOV2
18,2,237,104,0,0.0,0,0.0,rep2_FOV2
19,2,237,104,0,0.0,0,0.0,rep2_FOV2
20,2,237,104,0,0.0,0,0.0,rep2_FOV2
0,3,491,102,1,2539.0,11701,92.16314844885052,rep2_FOV2
1,3,491,102,1,2533.0,11581,87.35765477938001,rep2_FOV2
2,3,491,102,1,2537.0,11279,81.50101959393564,rep2_FOV2
3,3,491,102,1,2535.0,11129,81.4419085272711,rep2_FOV2
4,3,491,102,1,2536.0,11336,81.99056104446012,rep2_FOV2
5,3,491,102,1,2548.0,11212,81.73314306100606,rep2_FOV2
6,3,491,102,1,2532.0,11112,79.8510619150468,rep2_FOV2
7,3,491,102,1,2536.0,5163,83.47549874104203,rep2_FOV2
8,3,491,102,1,2541.0,4989,77.53898576869112,rep2_FOV2
9,3,491,102,1,2543.0,4968,76.35567632850241,rep2_FOV2
10,3,491,102,1,2549.0,4842,73.5152829409335,rep2_FOV2
11,3,491,102,1,2547.0,4758,72.72551492223623,rep2_FOV2
12,3,491,102,1,2538.0,4772,70.63327745180219,rep2_FOV2
13,3,491,102,1,2536.0,4953,75.48233393902686,rep2_FOV2
14,3,491,102,1,2542.0,5381,95.65768444527039,rep2_FOV2
15,3,491,102,1,2529.0,5699,120.67959291103702,rep2_FOV2
16,3,491,102,1,2550.0,5759,131.17850321236327,rep2_FOV2
17,3,491,102,1,2538.0,5713,125.15578505163661,rep2_FOV2
18,3,491,102,1,2541.0,5520,110.57463768115942,rep2_FOV2
19,3,491,102,0,0.0,5520,40.72373188405797,rep2_FOV2
20,3,491,102,0,0.0,5520,39.738949275362316,rep2_FOV2
0,4,387,112,1,2521.0,11701,92.16314844885052,rep2_FOV2
1,4,387,112,1,2526.0,11581,87.35765477938001,rep2_FOV2
2,4,387,112,1,2518.0,11279,81.50101959393564,rep2_FOV2
3,4,387,112,1,2514.0,11129,81.4419085272711,rep2_FOV2
4,4,387,112,1,2527.0,11336,81.99056104446012,rep2_FOV2
5,4,387,112,1,2516.0,11212,81.73314306100606,rep2_FOV2
6,4,387,112,1,2534.0,11112,79.8510619150468,rep2_FOV2
7,4,387,112,0,0.0,0,0.0,rep2_FOV2
8,4,387,112,0,0.0,0,0.0,rep2_FOV2
9,4,387,112,0,0.0,0,0.0,rep2_FOV2
10,4,387,112,0,0.0,0,0.0,rep2_FOV2
11,4,387,112,0,0.0,0,0.0,rep2_FOV2
12,4,387,112,0,0.0,0,0.0,rep2_FOV2
13,4,387,112,0,0.0,0,0.0,rep2_FOV2
14,4,387,112,0,0.0,0,0.0,rep2_FOV2
15,4,387,112,0,0.0,0,0.0,rep2_FOV2
16,4,387,112,0,0.0,0,0.0,rep2_FOV2
17,4,387,112,0,0.0,0,0.0,rep2_FOV2
18,4,387,112,0,0.0,0,0.0,rep2_FOV2
19,4,387,112,0,0.0,0,0.0,rep2_FOV2
20,4,387,112,0,0.0,0,0.0,rep2_FOV2
0,5,96,146,1,2559.0,6710,147.92563338301042,rep2_FOV2
1,5,96,146,1,2556.0,6515,128.1048349961627,rep2_FOV2
2,5,96,146,1,2550.0,6427,117.52932939162906,rep2_FOV2
3,5,96,146,1,2556.0,6452,122.73109113453192,rep2_FOV2
4,5,96,146,1,2555.0,6522,130.0078196872125,rep2_FOV2
5,5,96,146,1,2554.0,6587,140.28191893122818,rep2_FOV2
6,5,96,146,1,2549.0,6659,149.26009911398108,rep2_FOV2
7,5,96,146,1,2548.0,6633,144.18242122719735,rep2_FOV2
8,5,96,146,1,2553.0,6519,126.95704862709005,rep2_FOV2
9,5,96,146,0,0.0,0,0.0,rep2_FOV2
10,5,96,146,0,0.0,0,0.0,rep2_FOV2
11,5,96,146,0,0.0,0,0.0,rep2_FOV2
12,5,96,146,0,0.0,0,0.0,rep2_FOV2
13,5,96,146,0,0.0,0,0.0,rep2_FOV2
14,5,96,146,0,0.0,0,0.0,rep2_FOV2
15,5,96,146,0,0.0,0,0.0,rep2_FOV2
16,5,96,146,0,0.0,0,0.0,rep2_FOV2
17,5,96,146,0,0.0,0,0.0,rep2_FOV2
18,5,96,146,0,0.0,0,0.0,rep2_FOV2
19,5,96,146,0,0.0,0,0.0,rep2_FOV2
20,5,96,146,0,0.0,0,0.0,rep2_FOV2
0,6,227,268,1,2444.0,6171,119.22589531680441,rep2_FOV2
1,6,227,268,1,2466.0,6179,118.55413497329666,rep2_FOV2
2,6,227,268,1,2450.0,6135,114.05085574572126,rep2_FOV2
3,6,227,268,1,2439.0,5969,108.02244932149439,rep2_FOV2
4,6,227,268,1,2438.0,5887,98.88415152029896,rep2_FOV2
5,6,227,268,1,2460.0,5770,91.25944540727903,rep2_FOV2
6,6,227,268,1,2458.0,5903,98.70286295104184,rep2_FOV2
7,6,227,268,1,2459.0,6026,104.36226352472619,rep2_FOV2
8,6,227,268,1,2441.0,5990,104.33038397328882,rep2_FOV2
9,6,227,268,1,2454.0,5929,102.4508348794063,rep2_FOV2
10,6,227,268,1,2437.0,5931,97.18866970156803,rep2_FOV2
11,6,227,268,0,0.0,0,0.0,rep2_FOV2
12,6,227,268,0,0.0,0,0.0,rep2_FOV2
13,6,227,268,0,0.0,0,0.0,rep2_FOV2
14,6,227,268,0,0.0,0,0.0,rep2_FOV2
15,6,227,268,0,0.0,0,0.0,rep2_FOV2
16,6,227,268,0,0.0,0,0.0,rep2_FOV2
17,6,227,268,0,0.0,0,0.0,rep2_FOV2
18,6,227,268,0,0.0,0,0.0,rep2_FOV2
19,6,227,268,0,0.0,0,0.0,rep2_FOV2
20,6,227,268,0,0.0,0,0.0,rep2_FOV2
0,7,375,289,1,2475.0,6251,151.3434650455927,rep2_FOV2
1,7,375,289,1,2471.0,6260,153.37539936102237,rep2_FOV2
2,7,375,289,1,2469.0,6121,139.9197843489626,rep2_FOV2
3,7,375,289,1,2473.0,6016,127.02975398936171,rep2_FOV2
4,7,375,289,1,2458.0,5934,117.98752949106841,rep2_FOV2
5,7,375,289,1,2474.0,5745,103.21879895561358,rep2_FOV2
6,7,375,289,1,2481.0,5715,98.34155730533683,rep2_FOV2
7,7,375,289,1,2477.0,5787,107.20494211162952,rep2_FOV2
8,7,375,289,1,2462.0,5935,118.01752316764954,rep2_FOV2
9,7,375,289,0,0.0,0,0.0,rep2_FOV2
10,7,375,289,0,0.0,0,0.0,rep2_FOV2
11,7,375,289,0,0.0,0,0.0,rep2_FOV2
12,7,375,289,0,0.0,0,0.0,rep2_FOV2
13,7,375,289,0,0.0,0,0.0,rep2_FOV2
14,7,375,289,0,0.0,0,0.0,rep2_FOV2
15,7,375,289,0,0.0,0,0.0,rep2_FOV2
16,7,375,289,0,0.0,0,0.0,rep2_FOV2
17,7,375,289,0,0.0,0,0.0,rep2_FOV2
18,7,375,289,0,0.0,0,0.0,rep2_FOV2
19,7,375,289,0,0.0,0,0.0,rep2_FOV2
20,7,375,289,0,0.0,0,0.0,rep2_FOV2
0,8,583,298,1,2501.0,6190,80.40791599353797,rep2_FOV2
1,8,583,298,1,2518.0,6002,76.34338553815395,rep2_FOV2
2,8,583,298,1,2505.0,5818,70.89394981093159,rep2_FOV2
3,8,583,298,1,2497.0,5886,70.9524294937139,rep2_FOV2
4,8,583,298,1,2509.0,5788,69.56962681409813,rep2_FOV2
5,8,583,298,1,2484.0,5481,68.08520343003102,rep2_FOV2
6,8,583,298,1,2501.0,5673,69.03930900757976,rep2_FOV2
7,8,583,298,1,2517.0,5678,67.98397323001056,rep2_FOV2
8,8,583,298,1,2499.0,5500,66.85654545454545,rep2_FOV2
9,8,583,298,1,2511.0,5536,67.0570809248555,rep2_FOV2
10,8,583,298,1,2498.0,5636,67.05393896380411,rep2_FOV2
11,8,583,298,1,2493.0,5451,66.54063474591818,rep2_FOV2
12,8,583,298,1,2502.0,5424,66.74686578171091,rep2_FOV2
13,8,583,298,1,2510.0,6144,79.81722005208333,rep2_FOV2
14,8,583,298,1,2498.0,6296,95.03716645489199,rep2_FOV2
15,8,583,298,1,2508.0,6492,101.75646950092421,rep2_FOV2
16,8,583,298,1,2492.0,6510,103.24854070660523,rep2_FOV2
17,8,583,298,0,0.0,0,0.0,rep2_FOV2
18,8,583,298,0,0.0,0,0.0,rep2_FOV2
19,8,583,298,0,0.0,0,0.0,rep2_FOV2
20,8,583,298,0,0.0,0,0.0,rep2_FOV2
0,9,140,386,1,2471.0,5733,93.43450200593058,rep2_FOV2
1,9,140,386,1,2463.0,5814,97.10956312349501,rep2_FOV2
2,9,140,386,1,2458.0,5922,105.72998986828775,rep2_FOV2
3,9,140,386,1,2461.0,6127,129.86339154561776,rep2_FOV2
4,9,140,386,1,2448.0,6312,152.60171102661596,rep2_FOV2
5,9,140,386,1,2459.0,6290,157.35866454689983,rep2_FOV2
6,9,140,386,1,2459.0,6299,151.82949674551517,rep2_FOV2
7,9,140,386,1,2464.0,6300,155.58412698412698,rep2_FOV2
8,9,140,386,0,0.0,0,0.0,rep2_FOV2
9,9,140,386,0,0.0,0,0.0,rep2_FOV2
10,9,140,386,0,0.0,0,0.0,rep2_FOV2
11,9,140,386,0,0.0,0,0.0,rep2_FOV2
12,9,140,386,0,0.0,0,0.0,rep2_FOV2
13,9,140,386,0,0.0,0,0.0,rep2_FOV2
14,9,140,386,0,0.0,0,0.0,rep2_FOV2
15,9,140,386,0,0.0,0,0.0,rep2_FOV2
16,9,140,386,0,0.0,0,0.0,rep2_FOV2
17,9,140,386,0,0.0,0,0.0,rep2_FOV2
18,9,140,386,0,0.0,0,0.0,rep2_FOV2
19,9,140,386,0,0.0,0,0.0,rep2_FOV2
20,9,140,386,0,0.0,0,0.0,rep2_FOV2
0,10,287,503,1,2454.0,5540,80.9543321299639,rep2_FOV2
1,10,287,503,1,2450.0,5656,85.21570014144271,rep2_FOV2
2,10,287,503,1,2468.0,5763,92.06368211001215,rep2_FOV2
3,10,287,503,1,2455.0,5915,105.03584108199493,rep2_FOV2
4,10,287,503,1,2454.0,6019,110.22761256022595,rep2_FOV2
5,10,287,503,1,2455.0,6138,116.45584881068753,rep2_FOV2
6,10,287,503,1,2446.0,6076,121.93828176431863,rep2_FOV2
7,10,287,503,1,2472.0,6103,118.55415369490414,rep2_FOV2
8,10,287,503,1,2458.0,6115,118.40343417825021,rep2_FOV2
