time,cell_number,x,y,Alive,nuclei_size,cell_size,protein_concentration,number_of_mRNA_in_nucleus,number_of_mRNA_in_cytoplasm,number_of_transcription_sites,file_name
0,1,259,101,1,2433.0,6079,120.00888303997368,2,6,1,rep1_FOV5
1,1,259,101,1,2438.0,6133,126.41725093755096,2,9,1,rep1_FOV5
2,1,259,101,1,2445.0,6165,131.29505271695052,3,8,0,rep1_FOV5
3,1,259,101,1,2429.0,6146,132.24227139602993,1,6,0,rep1_FOV5
4,1,259,101,1,2451.0,6051,124.52371508841514,1,5,0,rep1_FOV5
5,1,259,101,1,2431.0,6058,115.0793991416309,0,4,0,rep1_FOV5
6,1,259,101,1,2431.0,5850,101.82,0,1,0,rep1_FOV5
7,1,259,101,1,2447.0,5668,90.46383203952011,2,1,0,rep1_FOV5
8,1,259,101,1,2467.0,5577,83.26645149722073,2,1,0,rep1_FOV5
9,1,259,101,1,2444.0,5405,77.87807585568918,0,0,0,rep1_FOV5
10,1,259,101,0,0.0,0,0.0,0,0,0,rep1_FOV5
11,1,259,101,0,0.0,0,0.0,0,0,0,rep1_FOV5
12,1,259,101,0,0.0,0,0.0,0,0,0,rep1_FOV5
13,1,259,101,0,0.0,0,0.0,0,0,0,rep1_FOV5
14,1,259,101,0,0.0,0,0.0,0,0,0,rep1_FOV5
15,1,259,101,0,0.0,0,0.0,0,0,0,rep1_FOV5
16,1,259,101,0,0.0,0,0.0,0,0,0,rep1_FOV5
17,1,259,101,0,0.0,0,0.0,0,0,0,rep1_FOV5
18,1,259,101,0,0.0,0,0.0,0,0,0,rep1_FOV5
19,1,259,101,0,0.0,0,0.0,0,0,0,rep1_FOV5
20,1,259,101,0,0.0,0,0.0,0,0,0,rep1_FOV5
0,2,58,118,1,2482.0,6141,81.26852304184986,0,1,0,rep1_FOV5
1,2,58,118,1,2473.0,5995,76.97764804003336,0,0,0,rep1_FOV5
2,2,58,118,1,2474.0,5822,71.51700446581931,0,0,0,rep1_FOV5
3,2,58,118,1,2476.0,5672,68.02485895627645,0,1,0,rep1_FOV5
4,2,58,118,1,2470.0,5536,68.17756502890174,1,0,0,rep1_FOV5
5,2,58,118,1,2487.0,5593,67.17790094761308,0,0,0,rep1_FOV5
6,2,58,118,1,2472.0,5750,70.78869565217391,3,1,1,rep1_FOV5
7,2,58,118,1,2491.0,5967,75.88955924250043,3,4,1,rep1_FOV5
8,2,58,118,1,2472.0,6285,88.20986475735879,2,6,1,rep1_FOV5
9,2,58,118,1,2488.0,6522,98.66283348666053,4,4,0,rep1_FOV5
10,2,58,118,1,2478.0,6549,104.2638570774164,3,4,0,rep1_FOV5
11,2,58,118,1,2488.0,6556,103.31208053691275,2,4,0,rep1_FOV5
12,2,58,118,1,2475.0,6427,95.28691457911934,1,2,0,rep1_FOV5
13,2,58,118,1,2488.0,6396,90.07489055659788,0,1,0,rep1_FOV5
14,2,58,118,1,2482.0,6059,79.04588215877207,0,0,0,rep1_FOV5
15,2,58,118,1,2474.0,6011,75.99268008650807,0,1,1,rep1_FOV5
16,2,58,118,1,2453.0,6124,83.44986936642717,4,6,1,rep1_FOV5
17,2,58,118,1,2486.0,6592,107.82084344660194,2,5,0,rep1_FOV5
18,2,58,118,1,2485.0,6805,122.37443056576048,1,8,1,rep1_FOV5
19,2,58,118,1,2476.0,6866,128.864841246723,2,8,1,rep1_FOV5
20,2,58,118,1,2491.0,6836,128.0978642480983,5,4,1,rep1_FOV5
0,3,590,141,1,2642.0,6256,137.91272378516624,1,6,1,rep1_FOV5
1,3,590,141,1,2667.0,6266,137.63309926587934,1,7,1,rep1_FOV5
2,3,590,141,1,2662.0,6286,136.05058860960867,3,10,1,rep1_FOV5
3,3,590,141,1,2664.0,6373,152.7252471363565,2,10,1,rep1_FOV5
4,3,590,141,1,2635.0,6420,160.46697819314642,2,8,1,rep1_FOV5
5,3,590,141,1,2647.0,6441,170.34916938363608,0,8,1,rep1_FOV5
6,3,590,141,1,2638.0,6486,175.54209065679925,3,6,1,rep1_FOV5
7,3,590,141,1,2655.0,6562,181.28786955196585,5,7,0,rep1_FOV5
8,3,590,141,1,2635.0,6476,180.02239036442248,0,8,1,rep1_FOV5
9,3,590,141,1,2652.0,6476,170.73733786287832,2,11,1,rep1_FOV5
10,3,590,141,1,2667.0,6344,155.6951450189155,2,7,0,rep1_FOV5
11,3,590,141,1,2655.0,6362,147.70465262496072,2,4,0,rep1_FOV5
12,3,590,141,1,2669.0,6318,139.31259892371003,2,5,1,rep1_FOV5
13,3,590,141,1,2646.0,6274,138.0608861970035,3,2,1,rep1_FOV5
14,3,590,141,1,2657.0,6275,139.38980079681275,1,4,1,rep1_FOV5
15,3,590,141,1,2671.0,6282,139.12368672397326,5,5,0,rep1_FOV5
