time,cell_number,x,y,Alive,nuclei_size,cell_size,protein_concentration,number_of_mRNA_in_nucleus,number_of_mRNA_in_cytoplasm,number_of_transcription_sites,file_name
0,1,397,68,1,2718.0,6414,105.33879014655442,4,3,0,rep1_FOV1
1,1,397,68,1,2711.0,6412,101.30193387398627,2,2,0,rep1_FOV1
2,1,397,68,1,2722.0,6197,90.70453445215426,0,1,0,rep1_FOV1
3,1,397,68,1,2731.0,6106,82.54683917458237,0,1,0,rep1_FOV1
4,1,397,68,1,2718.0,5758,75.01979854116013,0,0,0,rep1_FOV1
5,1,397,68,1,2711.0,5539,70.21429860985738,0,0,0,rep1_FOV1
6,1,397,68,1,2718.0,5550,69.53009009009008,1,0,0,rep1_FOV1
7,1,397,68,1,2704.0,5399,66.46434524912021,0,0,0,rep1_FOV1
8,1,397,68,1,2715.0,5271,66.54354012521343,0,0,0,rep1_FOV1
9,1,397,68,1,2714.0,5456,65.45729472140762,2,1,0,rep1_FOV1
10,1,397,68,1,2717.0,5587,68.7329514945409,1,2,0,rep1_FOV1
11,1,397,68,1,2726.0,5773,71.79646630867833,2,2,0,rep1_FOV1
12,1,397,68,0,0.0,0,0.0,0,0,0,rep1_FOV1
13,1,397,68,0,0.0,0,0.0,0,0,0,rep1_FOV1
14,1,397,68,0,0.0,0,0.0,0,0,0,rep1_FOV1
15,1,397,68,0,0.0,0,0.0,0,0,0,rep1_FOV1
16,1,397,68,0,0.0,0,0.0,0,0,0,rep1_FOV1
17,1,397,68,0,0.0,0,0.0,0,0,0,rep1_FOV1
18,1,397,68,0,0.0,0,0.0,0,0,0,rep1_FOV1
19,1,397,68,0,0.0,0,0.0,0,0,0,rep1_FOV1
20,1,397,68,0,0.0,0,0.0,0,0,0,rep1_FOV1
0,2,594,96,1,2451.0,5708,85.42904695164681,0,1,0,rep1_FOV1
1,2,594,96,1,2459.0,5584,80.81554441260745,1,1,1,rep1_FOV1
2,2,594,96,1,2467.0,5699,82.1472188103176,1,3,1,rep1_FOV1
3,2,594,96,1,2456.0,5986,96.87487470765119,3,6,1,rep1_FOV1
4,2,594,96,1,2450.0,6120,107.36633986928105,3,6,0,rep1_FOV1
5,2,594,96,1,2439.0,6082,103.99473857283789,2,4,0,rep1_FOV1
6,2,594,96,1,2456.0,6069,102.91333003789751,1,1,0,rep1_FOV1
7,2,594,96,1,2451.0,5999,94.60710118353059,1,2,0,rep1_FOV1
8,2,594,96,0,0.0,0,0.0,0,0,0,rep1_FOV1
9,2,594,96,0,0.0,0,0.0,0,0,0,rep1_FOV1
10,2,594,96,0,0.0,0,0.0,0,0,0,rep1_FOV1
11,2,594,96,0,0.0,0,0.0,0,0,0,rep1_FOV1
12,2,594,96,0,0.0,0,0.0,0,0,0,rep1_FOV1
13,2,594,96,0,0.0,0,0.0,0,0,0,rep1_FOV1
14,2,594,96,0,0.0,0,0.0,0,0,0,rep1_FOV1
15,2,594,96,0,0.0,0,0.0,0,0,0,rep1_FOV1
16,2,594,96,0,0.0,0,0.0,0,0,0,rep1_FOV1
17,2,594,96,0,0.0,0,0.0,0,0,0,rep1_FOV1
18,2,594,96,0,0.0,0,0.0,0,0,0,rep1_FOV1
19,2,594,96,0,0.0,0,0.0,0,0,0,rep1_FOV1
20,2,594,96,0,0.0,0,0.0,0,0,0,rep1_FOV1
0,3,207,161,1,2438.0,7243,113.60389341433108,2,3,1,rep1_FOV1
1,3,207,161,1,2427.0,7032,103.24274744027304,3,5,0,rep1_FOV1
2,3,207,161,1,2437.0,6952,97.12356156501725,2,3,0,rep1_FOV1
3,3,207,161,1,2425.0,6806,90.16441375257126,1,1,1,rep1_FOV1
4,3,207,161,1,2403.0,6796,88.00691583284285,1,5,1,rep1_FOV1
5,3,207,161,1,2427.0,7068,102.20345217883418,2,6,0,rep1_FOV1
6,3,207,161,1,2420.0,6980,101.39312320916905,2,4,0,rep1_FOV1
7,3,207,161,1,2424.0,7097,99.9708327462308,2,5,1,rep1_FOV1
