time,cell_number,x,y,Alive,nuclei_size,cell_size,protein_concentration,file_name
0,1,559,53,1,2859.0,5805,100.16089577950044,rep1_FOV5
1,1,559,53,1,2852.0,5682,92.74709609292502,rep1_FOV5
2,1,559,53,1,2849.0,5603,90.19543101909692,rep1_FOV5
3,1,559,53,1,2851.0,5781,93.26223836706453,rep1_FOV5
4,1,559,53,1,2844.0,5859,99.25874722648916,rep1_FOV5
5,1,559,53,1,2844.0,5331,73.04989682986306,rep1_FOV5
6,1,559,53,1,2837.0,5234,72.67921283912878,rep1_FOV5
7,1,559,53,1,2836.0,5359,73.47863407352118,rep1_FOV5
8,1,559,53,1,2857.0,5241,72.9488647204732,rep1_FOV5
9,1,559,53,1,2840.0,5327,74.43608034541018,rep1_FOV5
10,1,559,53,1,2825.0,5190,72.35934489402698,rep1_FOV5
11,1,559,53,1,2827.0,5094,69.575382803298,rep1_FOV5
12,1,559,53,1,2863.0,4922,67.22450223486388,rep1_FOV5
13,1,559,53,1,2843.0,4785,66.31076280041798,rep1_FOV5
14,1,559,53,1,2852.0,4621,65.36117723436486,rep1_FOV5
15,1,559,53,1,2860.0,4907,66.16853474628083,rep1_FOV5
16,1,559,53,1,2835.0,5019,68.12034269774855,rep1_FOV5
17,1,559,53,1,2844.0,5068,67.34471191791634,rep1_FOV5
18,1,559,53,1,2826.0,5073,69.2434456928839,rep1_FOV5
19,1,559,53,1,2855.0,5116,69.90304925723221,rep1_FOV5
20,1,559,53,1,2842.0,5030,68.34910536779324,rep1_FOV5
0,2,395,113,1,2681.0,5346,75.0447063224841,rep1_FOV5
1,2,395,113,1,2695.0,5724,85.46977638015373,rep1_FOV5
2,2,395,113,1,2689.0,5823,91.58492186158338,rep1_FOV5
3,2,395,113,1,2698.0,5995,100.49641367806505,rep1_FOV5
4,2,395,113,1,2701.0,6152,110.6289011703511,rep1_FOV5
5,2,395,113,1,2684.0,5472,76.72404970760233,rep1_FOV5
6,2,395,113,1,2691.0,5597,77.98588529569412,rep1_FOV5
7,2,395,113,1,2687.0,5397,73.76727811747267,rep1_FOV5
8,2,395,113,1,2707.0,5336,72.71589205397301,rep1_FOV5
9,2,395,113,1,2694.0,5430,74.44051565377532,rep1_FOV5
10,2,395,113,1,2682.0,5342,72.90378135529764,rep1_FOV5
11,2,395,113,1,2698.0,5416,75.03138847858197,rep1_FOV5
12,2,395,113,1,2697.0,5151,69.59328285769753,rep1_FOV5
13,2,395,113,1,2691.0,5034,67.62415574096146,rep1_FOV5
14,2,395,113,1,2710.0,5071,66.42457109051469,rep1_FOV5
15,2,395,113,1,2697.0,5177,68.18060652887773,rep1_FOV5
16,2,395,113,1,2711.0,5144,69.65921461897356,rep1_FOV5
17,2,395,113,1,2682.0,5350,73.3207476635514,rep1_FOV5
18,2,395,113,1,2688.0,5358,72.40313549832027,rep1_FOV5
19,2,395,113,1,2674.0,5273,71.95334724065997,rep1_FOV5
20,2,395,113,1,2709.0,5252,70.70163747143945,rep1_FOV5
0,3,61,167,1,2577.0,5905,86.06401354784082,rep1_FOV5
1,3,61,167,1,2590.0,5755,79.92180712423979,rep1_FOV5
2,3,61,167,1,2597.0,5606,74.50356760613629,rep1_FOV5
3,3,61,167,1,2607.0,5502,71.09687386404944,rep1_FOV5
4,3,61,167,1,2582.0,5620,73.89483985765125,rep1_FOV5
5,3,61,167,1,2611.0,5282,67.82014388489209,rep1_FOV5
6,3,61,167,1,2599.0,5198,67.5332820315506,rep1_FOV5
7,3,61,167,1,2581.0,5501,71.84875477185966,rep1_FOV5
8,3,61,167,1,2595.0,5558,73.25764663548038,rep1_FOV5
9,3,61,167,1,2589.0,5703,75.97019112747677,rep1_FOV5
10,3,61,167,1,2593.0,5534,72.58348391760029,rep1_FOV5
11,3,61,167,1,2579.0,5369,68.04972993108586,rep1_FOV5
12,3,61,167,1,2584.0,5332,67.77831957989497,rep1_FOV5
13,3,61,167,1,2583.0,5375,70.4193488372093,rep1_FOV5
14,3,61,167,1,2585.0,5582,74.98602651379434,rep1_FOV5
15,3,61,167,1,2570.0,5753,78.23587693377368,rep1_FOV5
16,3,61,167,1,2575.0,5663,77.51986579551475,rep1_FOV5
17,3,61,167,1,2587.0,5805,77.2442721791559,rep1_FOV5
18,3,61,167,1,2576.0,5515,72.21813236627379,rep1_FOV5
19,3,61,167,1,2577.0,5394,68.4553207267334,rep1_FOV5
20,3,61,167,1,2567.0,5282,68.15448693676638,rep1_FOV5
0,4,575,173,1,2681.0,5833,103.5240870906909,rep1_FOV5
1,4,575,173,1,2667.0,5719,93.24794544500787,rep1_FOV5
2,4,575,173,1,2661.0,5491,83.2019668548534,rep1_FOV5
3,4,575,173,1,2677.0,5394,76.09770114942529,rep1_FOV5
4,4,575,173,1,2692.0,5198,72.97171989226625,rep1_FOV5
5,4,575,173,1,2681.0,5151,71.76820034944672,rep1_FOV5
6,4,575,173,1,2679.0,5258,76.25789273488019,rep1_FOV5
7,4,575,173,1,2673.0,5541,83.42068218733081,rep1_FOV5
8,4,575,173,1,2696.0,5495,83.37106460418562,rep1_FOV5
9,4,575,173,1,2676.0,5684,86.29345531315974,rep1_FOV5
10,4,575,173,1,2689.0,5526,80.96362649294245,rep1_FOV5
11,4,575,173,1,2683.0,5454,80.65658232489916,rep1_FOV5
12,4,575,173,1,2686.0,5476,77.48959094229365,rep1_FOV5
13,4,575,173,1,2675.0,5203,72.38535460311358,rep1_FOV5
14,4,575,173,1,2680.0,5137,71.81973914736227,rep1_FOV5
15,4,575,173,1,2678.0,5092,68.32855459544383,rep1_FOV5
16,4,575,173,1,2674.0,4924,65.47217709179529,rep1_FOV5
17,4,575,173,1,2671.0,4665,67.2229367631297,rep1_FOV5
18,4,575,173,1,2665.0,4974,66.2048652995577,rep1_FOV5
19,4,575,173,1,2671.0,4905,65.89887869520896,rep1_FOV5
20,4,575,173,1,2682.0,4976,66.00221061093248,rep1_FOV5
0,5,233,194,1,2354.0,5505,116.56421435059038,rep1_FOV5
1,5,233,194,1,2353.0,5451,108.46927169326729,rep1_FOV5
2,5,233,194,1,2329.0,5279,95.64728168213676,rep1_FOV5
3,5,233,194,1,2368.0,5153,92.05162041529206,rep1_FOV5
4,5,233,194,1,2347.0,5285,97.22951750236518,rep1_FOV5
5,5,233,194,1,2369.0,4612,70.25455333911535,rep1_FOV5
6,5,233,194,1,2354.0,4725,70.5957671957672,rep1_FOV5
7,5,233,194,1,2358.0,4809,75.1031399459347,rep1_FOV5
8,5,233,194,1,2357.0,4889,77.04908979341378,rep1_FOV5
9,5,233,194,1,2356.0,4824,77.02466832504146,rep1_FOV5
10,5,233,194,1,2350.0,4763,76.41171530547975,rep1_FOV5
11,5,233,194,1,2352.0,4777,72.95876072849069,rep1_FOV5
12,5,233,194,1,2335.0,4670,70.5169164882227,rep1_FOV5
13,5,233,194,1,2360.0,4747,72.56456709500738,rep1_FOV5
