time,cell_number,x,y,Alive,nuclei_size,cell_size,protein_concentration,file_name
0,1,313,63,1,2602.0,5469,108.67178643262022,rep1_FOV1
1,1,313,63,1,2619.0,5427,103.97143910079234,rep1_FOV1
2,1,313,63,1,2614.0,5477,105.97662954171992,rep1_FOV1
3,1,313,63,1,2610.0,5480,105.94270072992701,rep1_FOV1
4,1,313,63,1,2625.0,5528,110.67727930535456,rep1_FOV1
5,1,313,63,1,2606.0,4724,70.36092294665538,rep1_FOV1
6,1,313,63,1,2609.0,4701,68.83641778345033,rep1_FOV1
7,1,313,63,1,2604.0,4497,69.20880587058039,rep1_FOV1
8,1,313,63,1,2602.0,4281,66.66012613875263,rep1_FOV1
9,1,313,63,1,2606.0,4339,65.67872781746946,rep1_FOV1
10,1,313,63,1,2596.0,4364,64.31576535288725,rep1_FOV1
11,1,313,63,1,2595.0,4406,65.70335905583296,rep1_FOV1
12,1,313,63,1,2607.0,4490,68.30267260579065,rep1_FOV1
13,1,313,63,1,2611.0,4807,72.15227792802163,rep1_FOV1
14,1,313,63,1,2604.0,4887,74.40413341518314,rep1_FOV1
15,1,313,63,1,2603.0,4764,72.33522250209907,rep1_FOV1
16,1,313,63,1,2604.0,4802,72.41649312786339,rep1_FOV1
17,1,313,63,1,2616.0,4801,74.3518017079775,rep1_FOV1
18,1,313,63,1,2603.0,4761,74.09871875656374,rep1_FOV1
19,1,313,63,1,2611.0,4674,70.63222079589217,rep1_FOV1
20,1,313,63,1,2616.0,4629,68.69302225102614,rep1_FOV1
0,2,100,100,1,2549.0,5738,141.00348553502963,rep1_FOV1
1,2,100,100,1,2541.0,5746,157.5316742081448,rep1_FOV1
2,2,100,100,1,2550.0,5886,163.7240910635406,rep1_FOV1
3,2,100,100,1,2532.0,5768,155.61615811373093,rep1_FOV1
4,2,100,100,1,2546.0,5711,144.52617755209246,rep1_FOV1
5,2,100,100,1,2542.0,4686,71.7708066581306,rep1_FOV1
6,2,100,100,1,2540.0,4564,68.59947414548641,rep1_FOV1
7,2,100,100,1,2516.0,4480,68.75446428571429,rep1_FOV1
8,2,100,100,1,2540.0,4301,66.40269704719833,rep1_FOV1
9,2,100,100,1,2542.0,4251,64.09762408844978,rep1_FOV1
10,2,100,100,1,2530.0,4368,65.1668956043956,rep1_FOV1
11,2,100,100,1,2530.0,4353,65.29703652653343,rep1_FOV1
12,2,100,100,1,2530.0,4118,64.78630403108305,rep1_FOV1
13,2,100,100,0,0.0,0,0.0,rep1_FOV1
14,2,100,100,0,0.0,0,0.0,rep1_FOV1
15,2,100,100,0,0.0,0,0.0,rep1_FOV1
16,2,100,100,0,0.0,0,0.0,rep1_FOV1
17,2,100,100,0,0.0,0,0.0,rep1_FOV1
18,2,100,100,0,0.0,0,0.0,rep1_FOV1
19,2,100,100,0,0.0,0,0.0,rep1_FOV1
20,2,100,100,0,0.0,0,0.0,rep1_FOV1
0,3,488,102,1,2686.0,4711,67.1759711313946,rep1_FOV1
1,3,488,102,1,2682.0,4485,66.14002229654403,rep1_FOV1
2,3,488,102,1,2684.0,4753,64.91016200294551,rep1_FOV1
3,3,488,102,1,2675.0,4724,66.34356477561388,rep1_FOV1
4,3,488,102,1,2680.0,4878,69.02993029930299,rep1_FOV1
5,3,488,102,1,2700.0,4762,66.3635027299454,rep1_FOV1
6,3,488,102,1,2692.0,4753,66.9899011150852,rep1_FOV1
7,3,488,102,1,2673.0,4851,68.02803545660689,rep1_FOV1
8,3,488,102,1,2690.0,4938,71.06014580801944,rep1_FOV1
9,3,488,102,1,2688.0,5080,72.81161417322835,rep1_FOV1
10,3,488,102,1,2676.0,5161,72.72427824065103,rep1_FOV1
11,3,488,102,1,2663.0,4811,70.78278944086469,rep1_FOV1
12,3,488,102,1,2673.0,4918,70.99776331842212,rep1_FOV1
13,3,488,102,1,2698.0,4945,70.76279069767442,rep1_FOV1
14,3,488,102,1,2675.0,4865,69.73751284686537,rep1_FOV1
15,3,488,102,1,2690.0,4897,69.78844190320605,rep1_FOV1
16,3,488,102,1,2670.0,5025,73.07860696517413,rep1_FOV1
17,3,488,102,1,2676.0,5110,74.77103718199609,rep1_FOV1
18,3,488,102,1,2677.0,5045,71.38810703666996,rep1_FOV1
19,3,488,102,1,2680.0,4959,71.80540431538617,rep1_FOV1
20,3,488,102,1,2670.0,4979,69.45129544085158,rep1_FOV1
0,4,561,216,1,2693.0,4700,67.0559574468085,rep1_FOV1
1,4,561,216,1,2687.0,4559,66.53169554726914,rep1_FOV1
2,4,561,216,1,2700.0,4611,66.10800260247235,rep1_FOV1
3,4,561,216,1,2659.0,4556,66.82835820895522,rep1_FOV1
4,4,561,216,1,2677.0,4594,66.92011319111884,rep1_FOV1
5,4,561,216,1,2694.0,4531,65.94327962922092,rep1_FOV1
6,4,561,216,1,2663.0,4735,70.01795142555439,rep1_FOV1
7,4,561,216,1,2676.0,4940,72.20991902834008,rep1_FOV1
8,4,561,216,1,2657.0,4786,72.76870037609694,rep1_FOV1
9,4,561,216,1,2692.0,4976,72.22025723472669,rep1_FOV1
10,4,561,216,1,2718.0,4908,73.11491442542787,rep1_FOV1
11,4,561,216,1,2699.0,4991,78.02684832698858,rep1_FOV1
12,4,561,216,1,2661.0,4970,75.9887323943662,rep1_FOV1
13,4,561,216,1,2679.0,4943,72.28343111470767,rep1_FOV1
14,4,561,216,1,2686.0,4926,73.51705237515225,rep1_FOV1
15,4,561,216,1,2697.0,4968,73.68840579710145,rep1_FOV1
16,4,561,216,1,2690.0,5012,76.07781324820431,rep1_FOV1
17,4,561,216,1,2688.0,4851,70.65223665223665,rep1_FOV1
18,4,561,216,1,2683.0,4854,71.4940255459415,rep1_FOV1
19,4,561,216,1,2679.0,4856,71.5739291598023,rep1_FOV1
20,4,561,216,1,2663.0,4743,67.65591397849462,rep1_FOV1
0,5,373,230,1,2704.0,6427,114.97277112182978,rep1_FOV1
1,5,373,230,1,2693.0,6384,116.09774436090225,rep1_FOV1
2,5,373,230,1,2710.0,6497,124.62567338771741,rep1_FOV1
3,5,373,230,1,2702.0,6679,145.63437640365325,rep1_FOV1
4,5,373,230,1,2692.0,6637,142.87268344131385,rep1_FOV1
5,5,373,230,1,2704.0,5716,75.13226032190343,rep1_FOV1
6,5,373,230,1,2707.0,5547,70.92175950964486,rep1_FOV1
7,5,373,230,1,2696.0,5645,73.1036315323295,rep1_FOV1
8,5,373,230,1,2692.0,5656,73.24275106082037,rep1_FOV1
9,5,373,230,1,2691.0,5712,75.4952731092437,rep1_FOV1
10,5,373,230,1,2702.0,5707,76.35833187313825,rep1_FOV1
11,5,373,230,1,2688.0,5773,74.49142560194007,rep1_FOV1
12,5,373,230,1,2682.0,5521,70.22858177866328,rep1_FOV1
13,5,373,230,1,2713.0,5425,69.3268202764977,rep1_FOV1
14,5,373,230,1,2690.0,5537,70.54451869243273,rep1_FOV1
15,5,373,230,1,2702.0,5590,71.16314847942755,rep1_FOV1
16,5,373,230,1,2676.0,5442,70.07295112091143,rep1_FOV1
17,5,373,230,1,2713.0,5498,71.55256456893416,rep1_FOV1
18,5,373,230,1,2682.0,5441,68.86987686087116,rep1_FOV1
19,5,373,230,1,2680.0,5544,71.27922077922078,rep1_FOV1
20,5,373,230,1,2701.0,5468,71.29316020482808,rep1_FOV1
0,6,592,341,1,2551.0,5487,88.3010752688172,rep1_FOV1
1,6,592,341,1,25.0,5526,89.15960912052117,rep1_FOV1
2,6,592,341,1,2524.0,5600,93.88428571428571,rep1_FOV1
3,6,592,341,1,2543.0,5577,93.06652322036938,rep1_FOV1
4,6,592,341,1,2541.0,5542,92.4971129556117,rep1_FOV1
5,6,592,341,1,2533.0,5007,69.91511883363292,rep1_FOV1
6,6,592,341,1,2535.0,4765,65.70409233997901,rep1_FOV1
7,6,592,341,1,63.0,4889,67.99018204131724,rep1_FOV1
8,6,592,341,1,2513.0,4909,65.92177632919127,rep1_FOV1
9,6,592,341,1,2526.0,4656,65.80713058419244,rep1_FOV1
10,6,592,341,1,2530.0,4855,66.78249227600412,rep1_FOV1
11,6,592,341,1,2546.0,4756,64.33683767872161,rep1_FOV1
