time,cell_number,x,y,Alive,nuclei_size,cell_size,protein_concentration,number_of_mRNA_in_nucleus,number_of_mRNA_in_cytoplasm,number_of_transcription_sites,file_name
0,1,559,130,1,2552.0,10280,70.5568093385214,0,6,1,rep1_FOV4
1,1,559,130,1,2563.0,5523,82.59931196813326,2,5,1,rep1_FOV4
2,1,559,130,1,2550.0,10829,84.0222550558685,5,5,1,rep1_FOV4
3,1,559,130,1,2549.0,5870,102.94633730834752,3,5,1,rep1_FOV4
4,1,559,130,1,2550.0,10924,89.21905895276456,4,2,1,rep1_FOV4
5,1,559,130,1,2541.0,5157,70.51134380453752,0,4,1,rep1_FOV4
6,1,559,130,1,2569.0,10479,73.03941215764863,2,11,2,rep1_FOV4
7,1,559,130,1,2556.0,5078,71.34403308389129,1,5,1,rep1_FOV4
8,1,559,130,1,2558.0,10483,73.04741009253077,5,11,0,rep1_FOV4
9,1,559,130,1,2552.0,10522,74.26553887093708,3,9,0,rep1_FOV4
10,1,559,130,1,2565.0,5053,71.19038195131606,2,3,0,rep1_FOV4
11,1,559,130,1,2571.0,4933,69.54368538414758,1,2,0,rep1_FOV4
12,1,559,130,1,2543.0,4884,66.09152334152334,2,3,1,rep1_FOV4
13,1,559,130,1,2557.0,5121,70.73227885178676,2,3,1,rep1_FOV4
14,1,559,130,1,2538.0,5202,70.8792772010765,3,5,1,rep1_FOV4
15,1,559,130,1,2564.0,5127,72.57694558221182,1,5,1,rep1_FOV4
16,1,559,130,1,2554.0,10569,76.23275617371559,5,10,1,rep1_FOV4
17,1,559,130,1,2550.0,10601,78.26931421564004,6,10,1,rep1_FOV4
18,1,559,130,1,2551.0,5410,81.809426987061,1,11,0,rep1_FOV4
19,1,559,130,1,2564.0,10461,74.40282955740369,2,12,0,rep1_FOV4
20,1,559,130,1,2553.0,10209,72.48045841904202,2,10,1,rep1_FOV4
0,2,452,134,1,2314.0,10280,70.5568093385214,0,6,1,rep1_FOV4
1,2,452,134,1,2295.0,5020,69.86633466135459,0,0,0,rep1_FOV4
2,2,452,134,1,2297.0,10829,84.0222550558685,5,5,1,rep1_FOV4
3,2,452,134,1,2313.0,4784,67.02968227424749,2,0,0,rep1_FOV4
4,2,452,134,1,2309.0,10924,89.21905895276456,4,2,1,rep1_FOV4
5,2,452,134,1,2325.0,5015,69.82492522432702,4,2,1,rep1_FOV4
6,2,452,134,1,2305.0,10479,73.03941215764863,2,11,2,rep1_FOV4
7,2,452,134,1,2321.0,5127,73.49151550614394,0,7,1,rep1_FOV4
8,2,452,134,1,2316.0,10483,73.04741009253077,5,11,0,rep1_FOV4
9,2,452,134,1,2307.0,10522,74.26553887093708,3,9,0,rep1_FOV4
10,2,452,134,1,2299.0,5062,72.79593046226788,2,4,0,rep1_FOV4
11,2,452,134,1,2292.0,4761,67.76979626128964,0,2,0,rep1_FOV4
12,2,452,134,1,2310.0,4773,66.33270479782108,0,1,0,rep1_FOV4
13,2,452,134,1,2306.0,4749,66.01263423878711,1,0,1,rep1_FOV4
14,2,452,134,1,2308.0,5097,72.08279380027467,1,8,1,rep1_FOV4
15,2,452,134,1,2320.0,5171,75.0404177141752,1,4,1,rep1_FOV4
16,2,452,134,1,2308.0,10569,76.23275617371559,5,10,1,rep1_FOV4
17,2,452,134,1,2314.0,10601,78.26931421564004,6,10,1,rep1_FOV4
18,2,452,134,1,2310.0,4990,70.91943887775551,1,3,0,rep1_FOV4
19,2,452,134,1,2319.0,10461,74.40282955740369,2,12,0,rep1_FOV4
20,2,452,134,1,2292.0,10209,72.48045841904202,2,10,1,rep1_FOV4
0,3,163,170,1,2705.0,6079,108.16302023359106,2,7,1,rep1_FOV4
1,3,163,170,1,2739.0,6277,131.03871276087304,0,3,1,rep1_FOV4
2,3,163,170,1,2725.0,6437,141.69255864533167,2,6,0,rep1_FOV4
3,3,163,170,1,2743.0,6306,135.27973358705995,1,4,0,rep1_FOV4
4,3,163,170,1,2710.0,6146,120.29205987634234,0,3,0,rep1_FOV4
5,3,163,170,1,2738.0,5215,69.5025886864813,0,2,0,rep1_FOV4
6,3,163,170,1,2725.0,5064,67.02981832543443,0,0,0,rep1_FOV4
7,3,163,170,1,2729.0,4965,65.67411883182275,0,0,0,rep1_FOV4
8,3,163,170,1,2728.0,4967,65.89007449164485,0,1,0,rep1_FOV4
9,3,163,170,1,2707.0,5093,66.44099744747693,1,1,0,rep1_FOV4
10,3,163,170,1,2733.0,4672,65.06057363013699,0,0,0,rep1_FOV4
11,3,163,170,1,2745.0,4968,65.04367954911433,0,0,0,rep1_FOV4
12,3,163,170,1,2732.0,4891,65.21938253935801,0,0,0,rep1_FOV4
13,3,163,170,1,2726.0,4970,64.84466800804829,0,2,1,rep1_FOV4
14,3,163,170,1,2723.0,5103,67.17715069566921,3,2,0,rep1_FOV4
15,3,163,170,1,2725.0,5268,71.63325740318906,1,2,1,rep1_FOV4
16,3,163,170,1,2742.0,5356,71.98207617625093,0,2,1,rep1_FOV4
17,3,163,170,1,2707.0,5411,72.39622990205137,4,3,0,rep1_FOV4
18,3,163,170,1,2709.0,5300,70.6088679245283,1,6,0,rep1_FOV4
19,3,163,170,1,2737.0,5131,68.00760085753265,0,3,0,rep1_FOV4
20,3,163,170,1,2723.0,5055,66.66904055390702,0,0,0,rep1_FOV4
0,4,337,176,1,2480.0,5931,96.86798179059181,1,5,0,rep1_FOV4
1,4,337,176,1,2477.0,5892,93.33961303462321,0,3,0,rep1_FOV4
2,4,337,176,1,2483.0,5863,92.17618966399455,0,4,0,rep1_FOV4
3,4,337,176,1,2491.0,5905,94.78458933107537,2,4,1,rep1_FOV4
4,4,337,176,1,2498.0,5976,101.74414323962517,4,5,1,rep1_FOV4
5,4,337,176,1,2490.0,5526,76.54180238870792,1,4,1,rep1_FOV4
6,4,337,176,1,2473.0,5656,82.37553041018387,2,5,1,rep1_FOV4
7,4,337,176,1,2492.0,5660,81.50600706713782,1,10,0,rep1_FOV4
8,4,337,176,1,2478.0,5560,76.68057553956835,2,6,0,rep1_FOV4
9,4,337,176,1,2501.0,5202,70.56439830834294,1,4,0,rep1_FOV4
10,4,337,176,1,2496.0,5156,68.12742435996897,0,2,0,rep1_FOV4
11,4,337,176,1,2474.0,4992,66.88501602564102,0,0,0,rep1_FOV4
12,4,337,176,1,2476.0,5005,67.26593406593406,2,2,0,rep1_FOV4
13,4,337,176,1,2478.0,5064,68.08135860979463,1,0,0,rep1_FOV4
14,4,337,176,1,2502.0,4997,66.07944766860116,1,1,0,rep1_FOV4
15,4,337,176,1,2482.0,5103,68.44522829708015,2,2,1,rep1_FOV4
16,4,337,176,1,2487.0,5333,74.28895555972248,3,3,1,rep1_FOV4
17,4,337,176,1,2502.0,5506,75.6460225208863,1,8,1,rep1_FOV4
18,4,337,176,1,2487.0,5529,76.09260264062218,3,5,1,rep1_FOV4
19,4,337,176,1,2485.0,5605,79.0114183764496,0,4,1,rep1_FOV4
20,4,337,176,1,2477.0,5413,75.2477369296139,3,3,1,rep1_FOV4
0,5,551,300,1,2735.0,6107,114.50286556410676,3,5,0,rep1_FOV4
1,5,551,300,1,2742.0,5993,108.42065743367262,1,2,1,rep1_FOV4
2,5,551,300,1,2732.0,5881,100.60091821118857,2,0,1,rep1_FOV4
3,5,551,300,1,2737.0,5823,95.82551949167096,2,2,1,rep1_FOV4
4,5,551,300,1,2748.0,5810,94.18640275387263,3,3,0,rep1_FOV4
5,5,551,300,1,2736.0,5105,68.14436826640548,3,2,0,rep1_FOV4
6,5,551,300,1,2721.0,5037,67.17232479650586,2,2,1,rep1_FOV4
7,5,551,300,1,2736.0,5379,75.29168990518684,0,6,1,rep1_FOV4
8,5,551,300,1,2725.0,5529,80.2799782962561,2,2,1,rep1_FOV4
9,5,551,300,1,2741.0,5553,83.73581847649919,2,5,0,rep1_FOV4
10,5,551,300,1,2735.0,5606,82.93382090617196,3,3,0,rep1_FOV4
11,5,551,300,1,2746.0,5485,80.19288969917957,0,8,0,rep1_FOV4
12,5,551,300,1,2714.0,5304,74.4524886877828,0,3,0,rep1_FOV4
13,5,551,300,1,2726.0,5323,70.45632162314485,0,3,0,rep1_FOV4
14,5,551,300,1,2747.0,5114,69.29585451701212,0,4,0,rep1_FOV4
15,5,551,300,1,2733.0,5014,67.58994814519346,1,2,1,rep1_FOV4
16,5,551,300,1,2728.0,5083,70.29844579972458,1,6,1,rep1_FOV4
17,5,551,300,1,2724.0,5264,73.71257598784194,2,7,1,rep1_FOV4
18,5,551,300,1,2726.0,5430,77.37292817679558,1,5,1,rep1_FOV4
19,5,551,300,1,2746.0,5429,79.46785780069995,3,6,1,rep1_FOV4
20,5,551,300,1,2735.0,5483,77.2323545504286,2,2,0,rep1_FOV4
0,6,162,391,1,2413.0,6371,105.73018364463978,1,4,0,rep1_FOV4
1,6,162,391,1,2428.0,6339,97.62596624073198,0,2,0,rep1_FOV4
2,6,162,391,1,2444.0,6143,87.86016604265016,1,1,0,rep1_FOV4
3,6,162,391,1,2436.0,5925,80.67139240506329,0,0,0,rep1_FOV4
4,6,162,391,1,2431.0,5616,73.46652421652422,0,0,0,rep1_FOV4
5,6,162,391,1,2424.0,5267,66.02866907157775,0,0,0,rep1_FOV4
6,6,162,391,1,2438.0,5118,65.32590855803048,0,0,0,rep1_FOV4
7,6,162,391,1,2430.0,5137,65.81234183375511,0,0,1,rep1_FOV4
8,6,162,391,1,2443.0,5512,69.36211901306241,1,3,1,rep1_FOV4
9,6,162,391,1,2441.0,5657,74.05356195863531,3,7,0,rep1_FOV4
10,6,162,391,1,2447.0,5632,71.79811789772727,0,6,2,rep1_FOV4
11,6,162,391,1,2446.0,5745,75.01462140992167,2,6,1,rep1_FOV4
12,6,162,391,1,2439.0,5863,78.59866962305986,2,5,0,rep1_FOV4
13,6,162,391,1,2443.0,5870,79.18023850085179,1,9,1,rep1_FOV4
14,6,162,391,1,2437.0,6022,83.368980405181,2,7,1,rep1_FOV4
15,6,162,391,1,2415.0,5814,76.01754385964912,2,5,1,rep1_FOV4
16,6,162,391,1,2466.0,5767,75.03121206866655,1,8,1,rep1_FOV4
17,6,162,391,1,2426.0,5738,74.49825723248519,2,7,1,rep1_FOV4
18,6,162,391,1,2445.0,5584,73.03993553008596,4,6,0,rep1_FOV4
19,6,162,391,1,2429.0,5662,72.41522430236665,4,5,0,rep1_FOV4
20,6,162,391,1,2446.0,5347,68.10304843837666,3,4,1,rep1_FOV4
0,7,421,483,1,2554.0,5772,84.32640332640332,1,2,1,rep1_FOV4
1,7,421,483,1,2560.0,5772,85.02668052668052,1,4,1,rep1_FOV4
2,7,421,483,1,2544.0,5906,87.83423636979343,1,2,1,rep1_FOV4
3,7,421,483,1,2563.0,6190,109.1080775444265,0,6,1,rep1_FOV4
4,7,421,483,1,2565.0,6381,132.28396803008934,3,9,0,rep1_FOV4
5,7,421,483,1,2544.0,5453,74.79570878415551,1,6,0,rep1_FOV4
6,7,421,483,1,2546.0,5392,74.23887240356083,2,4,2,rep1_FOV4
7,7,421,483,1,2555.0,5642,79.05618574973414,2,6,0,rep1_FOV4
8,7,421,483,1,2558.0,5552,73.64427233429394,1,8,0,rep1_FOV4
9,7,421,483,1,2548.0,5462,71.79714390333211,2,3,0,rep1_FOV4
10,7,421,483,1,2579.0,5346,70.99925177702956,0,3,0,rep1_FOV4
11,7,421,483,1,2572.0,5205,69.4092219020173,0,2,0,rep1_FOV4
12,7,421,483,1,2562.0,5127,66.779013068071,0,0,0,rep1_FOV4
13,7,421,483,1,2538.0,5070,66.98737672583826,0,2,0,rep1_FOV4
14,7,421,483,1,2558.0,5002,65.07437025189924,0,1,0,rep1_FOV4
15,7,421,483,1,2553.0,4912,63.77931596091205,0,0,0,rep1_FOV4
16,7,421,483,1,2559.0,4765,64.27114375655823,0,0,0,rep1_FOV4
17,7,421,483,1,2560.0,4979,66.18015665796345,0,0,0,rep1_FOV4
18,7,421,483,1,2547.0,5025,65.11383084577115,0,0,0,rep1_FOV4
19,7,421,483,1,2568.0,5108,65.44107282693814,0,0,0,rep1_FOV4
20,7,421,483,1,2572.0,4692,65.72080136402387,0,0,0,rep1_FOV4
0,8,241,579,1,2471.0,4880,65.86803278688525,0,0,1,rep1_FOV4
1,8,241,579,1,2472.0,5955,83.22586062132662,3,3,1,rep1_FOV4
2,8,241,579,1,2441.0,6318,102.63928458372902,6,1,0,rep1_FOV4
3,8,241,579,1,2480.0,6547,119.33771192912785,3,6,1,rep1_FOV4
4,8,241,579,1,2459.0,6657,135.30839717590507,1,4,1,rep1_FOV4
5,8,241,579,1,2482.0,5831,77.26290516206483,2,5,0,rep1_FOV4
6,8,241,579,1,2456.0,5592,70.54023605150215,1,1,0,rep1_FOV4
7,8,241,579,1,2468.0,5481,68.12442984856779,2,1,0,rep1_FOV4
8,8,241,579,1,2458.0,5405,67.48381128584644,1,2,1,rep1_FOV4
9,8,241,579,1,2465.0,5436,68.90986019131715,3,3,0,rep1_FOV4
10,8,241,579,1,2481.0,5298,68.04775386938468,2,1,0,rep1_FOV4
11,8,241,579,1,2463.0,5436,66.51986754966887,0,0,0,rep1_FOV4
12,8,241,579,1,2478.0,5429,67.85706391600664,0,1,0,rep1_FOV4
13,8,241,579,1,2434.0,5182,67.14299498263219,0,1,0,rep1_FOV4
14,8,241,579,1,2472.0,5193,66.38744463701136,0,0,0,rep1_FOV4
15,8,241,579,1,2454.0,5279,66.76965334343626,0,1,0,rep1_FOV4
16,8,241,579,1,2453.0,5030,65.41928429423459,0,1,0,rep1_FOV4
17,8,241,579,1,2464.0,5075,64.24532019704434,0,0,0,rep1_FOV4
18,8,241,579,1,2476.0,5227,65.36770614118997,0,0,0,rep1_FOV4
19,8,241,579,1,2473.0,5157,65.83032770990886,0,0,0,rep1_FOV4
20,8,241,579,1,2468.0,5443,67.71688407128421,1,4,1,rep1_FOV4
