time,cell_number,x,y,Alive,nuclei_size,cell_size,protein_concentration,file_name
0,1,208,128,1,2628.0,18030,85.36433721575152,rep2_FOV1
1,1,208,128,1,2615.0,18250,93.7730410958904,rep2_FOV1
2,1,208,128,1,2644.0,18532,97.03939132311677,rep2_FOV1
3,1,208,128,1,2638.0,18878,101.2872126284564,rep2_FOV1
4,1,208,128,1,2652.0,18989,106.15956606456369,rep2_FOV1
5,1,208,128,1,2616.0,17105,73.97082724349606,rep2_FOV1
6,1,208,128,1,2642.0,17120,74.75782710280374,rep2_FOV1
7,1,208,128,1,2634.0,17403,77.45015227259668,rep2_FOV1
8,1,208,128,1,2640.0,17278,78.09075124435698,rep2_FOV1
9,1,208,128,1,2642.0,17129,77.03321851830229,rep2_FOV1
10,1,208,128,1,2628.0,17163,75.21767756219775,rep2_FOV1
11,1,208,128,1,2634.0,17149,73.50656014927984,rep2_FOV1
12,1,208,128,1,2643.0,5627,69.56531011196019,rep2_FOV1
13,1,208,128,1,2655.0,5400,68.35481481481482,rep2_FOV1
14,1,208,128,1,2647.0,5314,67.54328189687618,rep2_FOV1
15,1,208,128,1,2624.0,5388,66.22847067557535,rep2_FOV1
16,1,208,128,1,2624.0,5398,67.93034457206373,rep2_FOV1
17,1,208,128,1,2641.0,5453,68.49624060150376,rep2_FOV1
18,1,208,128,1,2646.0,5428,70.19694178334562,rep2_FOV1
19,1,208,128,1,2643.0,5681,72.57947544446401,rep2_FOV1
20,1,208,128,0,0.0,0,0.0,rep2_FOV1
0,2,593,137,1,2539.0,5980,86.47224080267559,rep2_FOV1
1,2,593,137,1,2528.0,5843,80.40236180044498,rep2_FOV1
2,2,593,137,1,2564.0,5969,82.78539118780365,rep2_FOV1
3,2,593,137,1,2535.0,5918,80.02298073673538,rep2_FOV1
4,2,593,137,1,2529.0,5769,79.43577743109725,rep2_FOV1
5,2,593,137,1,2545.0,5411,67.3032711143966,rep2_FOV1
6,2,593,137,1,2544.0,5299,67.76391772032459,rep2_FOV1
7,2,593,137,1,2560.0,5363,67.28603393622973,rep2_FOV1
8,2,593,137,1,2537.0,5437,69.79290049659738,rep2_FOV1
9,2,593,137,1,2540.0,5499,68.33587925077286,rep2_FOV1
10,2,593,137,1,2545.0,5346,67.62177328843995,rep2_FOV1
11,2,593,137,1,2532.0,5373,70.00279173646008,rep2_FOV1
12,2,593,137,1,2530.0,5514,70.98567283278926,rep2_FOV1
13,2,593,137,1,2536.0,5367,70.47214458729272,rep2_FOV1
14,2,593,137,1,2547.0,5207,67.09909736892645,rep2_FOV1
15,2,593,137,1,2526.0,5287,66.96368450917345,rep2_FOV1
16,2,593,137,1,2536.0,5218,65.83882713683404,rep2_FOV1
17,2,593,137,1,2532.0,5325,67.12882629107982,rep2_FOV1
18,2,593,137,1,2544.0,5550,71.03603603603604,rep2_FOV1
19,2,593,137,1,2547.0,5478,69.88682000730194,rep2_FOV1
20,2,593,137,1,2559.0,5446,71.56500183621006,rep2_FOV1
0,3,82,162,1,2538.0,18030,85.36433721575152,rep2_FOV1
1,3,82,162,1,2547.0,18250,93.7730410958904,rep2_FOV1
2,3,82,162,1,2541.0,18532,97.03939132311677,rep2_FOV1
3,3,82,162,1,2525.0,18878,101.2872126284564,rep2_FOV1
4,3,82,162,1,2525.0,18989,106.15956606456369,rep2_FOV1
5,3,82,162,1,2542.0,17105,73.97082724349606,rep2_FOV1
6,3,82,162,1,2565.0,17120,74.75782710280374,rep2_FOV1
7,3,82,162,1,2561.0,17403,77.45015227259668,rep2_FOV1
8,3,82,162,1,2547.0,17278,78.09075124435698,rep2_FOV1
9,3,82,162,1,2537.0,17129,77.03321851830229,rep2_FOV1
10,3,82,162,1,2540.0,17163,75.21767756219775,rep2_FOV1
11,3,82,162,1,2518.0,17149,73.50656014927984,rep2_FOV1
12,3,82,162,1,2545.0,5254,76.27712219261515,rep2_FOV1
13,3,82,162,1,2541.0,5190,75.25317919075144,rep2_FOV1
14,3,82,162,1,2549.0,5163,73.66337400736006,rep2_FOV1
15,3,82,162,1,2537.0,5153,73.36483601785368,rep2_FOV1
16,3,82,162,1,2537.0,5191,75.56039298786361,rep2_FOV1
17,3,82,162,1,2550.0,5130,74.52884990253412,rep2_FOV1
18,3,82,162,1,2545.0,5116,72.48436278342454,rep2_FOV1
19,3,82,162,1,2554.0,4926,70.7444173771823,rep2_FOV1
20,3,82,162,1,2554.0,5097,71.87835981950167,rep2_FOV1
0,4,166,221,1,2300.0,18030,85.36433721575152,rep2_FOV1
1,4,166,221,1,2284.0,18250,93.7730410958904,rep2_FOV1
2,4,166,221,1,2280.0,18532,97.03939132311677,rep2_FOV1
3,4,166,221,1,2287.0,18878,101.2872126284564,rep2_FOV1
4,4,166,221,1,2314.0,18989,106.15956606456369,rep2_FOV1
5,4,166,221,1,2293.0,17105,73.97082724349606,rep2_FOV1
6,4,166,221,1,2301.0,17120,74.75782710280374,rep2_FOV1
7,4,166,221,1,2292.0,17403,77.45015227259668,rep2_FOV1
8,4,166,221,1,2295.0,17278,78.09075124435698,rep2_FOV1
9,4,166,221,1,2311.0,17129,77.03321851830229,rep2_FOV1
10,4,166,221,1,2298.0,17163,75.21767756219775,rep2_FOV1
11,4,166,221,1,2279.0,17149,73.50656014927984,rep2_FOV1
12,4,166,221,0,0.0,0,0.0,rep2_FOV1
13,4,166,221,0,0.0,0,0.0,rep2_FOV1
14,4,166,221,0,0.0,0,0.0,rep2_FOV1
15,4,166,221,0,0.0,0,0.0,rep2_FOV1
16,4,166,221,0,0.0,0,0.0,rep2_FOV1
17,4,166,221,0,0.0,0,0.0,rep2_FOV1
18,4,166,221,0,0.0,0,0.0,rep2_FOV1
19,4,166,221,0,0.0,0,0.0,rep2_FOV1
20,4,166,221,0,0.0,0,0.0,rep2_FOV1
0,5,371,243,1,2574.0,5577,109.52590998744844,rep2_FOV1
1,5,371,243,1,2552.0,5636,114.50727466288147,rep2_FOV1
2,5,371,243,1,2545.0,5551,104.81516843811926,rep2_FOV1
3,5,371,243,1,2553.0,5369,94.03389830508475,rep2_FOV1
4,5,371,243,1,2554.0,5231,84.0181609634869,rep2_FOV1
