time,cell_number,x,y,Alive,nuclei_size,cell_size,protein_concentration,file_name
0,4,564,193,1,2616.0,5370,84.88342644320298,rep2_FOV3
1,4,564,193,1,2619.0,5505,92.39727520435967,rep2_FOV3
2,4,564,193,1,2614.0,5641,104.12728239673817,rep2_FOV3
3,4,564,193,1,2606.0,5808,113.87706611570248,rep2_FOV3
4,4,564,193,1,2618.0,5864,124.14682810368349,rep2_FOV3
5,4,564,193,1,2634.0,5047,75.51416683178125,rep2_FOV3
6,4,564,193,1,2611.0,4927,70.10757052973412,rep2_FOV3
7,4,564,193,1,2636.0,4892,69.16169255928045,rep2_FOV3
8,4,564,193,0,0.0,0,0.0,rep2_FOV3
9,4,564,193,0,0.0,0,0.0,rep2_FOV3
10,4,564,193,0,0.0,0,0.0,rep2_FOV3
11,4,564,193,0,0.0,0,0.0,rep2_FOV3
12,4,564,193,0,0.0,0,0.0,rep2_FOV3
13,4,564,193,0,0.0,0,0.0,rep2_FOV3
14,4,564,193,0,0.0,0,0.0,rep2_FOV3
15,4,564,193,0,0.0,0,0.0,rep2_FOV3
16,4,564,193,0,0.0,0,0.0,rep2_FOV3
17,4,564,193,0,0.0,0,0.0,rep2_FOV3
18,4,564,193,0,0.0,0,0.0,rep2_FOV3
19,4,564,193,0,0.0,0,0.0,rep2_FOV3
20,4,564,193,0,0.0,0,0.0,rep2_FOV3
0,5,249,289,1,2434.0,5181,67.893070835746,rep2_FOV3
1,5,249,289,1,2436.0,5196,68.44899923017707,rep2_FOV3
2,5,249,289,1,2431.0,5287,68.96595422735011,rep2_FOV3
3,5,249,289,1,2429.0,5166,67.02690669763841,rep2_FOV3
4,5,249,289,1,2445.0,5100,65.99313725490197,rep2_FOV3
5,5,249,289,1,2455.0,5060,64.4013833992095,rep2_FOV3
6,5,249,289,1,2449.0,5544,73.65602453102453,rep2_FOV3
7,5,249,289,1,2440.0,5518,75.71910112359551,rep2_FOV3
8,5,249,289,1,2421.0,5629,77.5892698525493,rep2_FOV3
9,5,249,289,1,2448.0,5636,80.29293825408091,rep2_FOV3
10,5,249,289,1,2431.0,5574,76.61212773591676,rep2_FOV3
11,5,249,289,1,2437.0,5501,73.33375749863661,rep2_FOV3
12,5,249,289,1,2422.0,5347,70.36412941836544,rep2_FOV3
13,5,249,289,1,2422.0,5432,70.58762886597938,rep2_FOV3
14,5,249,289,1,2429.0,5404,73.48019985196152,rep2_FOV3
15,5,249,289,1,2416.0,5577,75.89958759189528,rep2_FOV3
16,5,249,289,1,2427.0,5184,67.47550154320987,rep2_FOV3
17,5,249,289,1,2457.0,5266,67.31484998101025,rep2_FOV3
18,5,249,289,1,2442.0,5073,66.1799724029174,rep2_FOV3
19,5,249,289,1,2418.0,5196,68.39530408006159,rep2_FOV3
20,5,249,289,1,2417.0,5499,71.79268957992362,rep2_FOV3
0,6,324,360,1,2706.0,5286,82.1836927733636,rep2_FOV3
1,6,324,360,1,2710.0,5230,79.12963671128107,rep2_FOV3
2,6,324,360,1,2717.0,5133,76.61776738749269,rep2_FOV3
3,6,324,360,1,2699.0,5034,72.47854588796186,rep2_FOV3
4,6,324,360,1,2725.0,4915,71.8325534079349,rep2_FOV3
5,6,324,360,1,2701.0,4852,68.36376751854905,rep2_FOV3
6,6,324,360,1,2717.0,4822,69.02778929904603,rep2_FOV3
7,6,324,360,1,2733.0,4988,70.50862068965517,rep2_FOV3
8,6,324,360,1,2702.0,4841,69.43978516835365,rep2_FOV3
9,6,324,360,1,2726.0,5156,75.48293250581847,rep2_FOV3
10,6,324,360,1,2713.0,4999,73.47089417883576,rep2_FOV3
11,6,324,360,1,2709.0,5045,73.0786917740337,rep2_FOV3
12,6,324,360,1,2729.0,5088,72.48604559748428,rep2_FOV3
13,6,324,360,1,2722.0,4899,71.34945907328026,rep2_FOV3
14,6,324,360,1,2712.0,4999,74.15203040608121,rep2_FOV3
15,6,324,360,1,2722.0,5309,82.96006780938029,rep2_FOV3
16,6,324,360,1,2712.0,5266,84.0117736422332,rep2_FOV3
17,6,324,360,1,2719.0,5311,82.10374694031256,rep2_FOV3
18,6,324,360,1,2725.0,5265,78.19449192782525,rep2_FOV3
19,6,324,360,1,2714.0,5015,72.33619142572283,rep2_FOV3
20,6,324,360,1,2736.0,4901,70.79534788818609,rep2_FOV3
0,7,555,398,1,2400.0,5554,73.52538710839035,rep2_FOV3
1,7,555,398,1,2410.0,5551,72.08953341740227,rep2_FOV3
2,7,555,398,1,2436.0,5660,75.45265017667845,rep2_FOV3
3,7,555,398,1,2423.0,5994,90.24974974974975,rep2_FOV3
4,7,555,398,1,2433.0,6115,99.31905151267375,rep2_FOV3
5,7,555,398,1,2410.0,5362,68.6206639313689,rep2_FOV3
6,7,555,398,1,2428.0,5243,66.57314514590882,rep2_FOV3
7,7,555,398,1,2435.0,5360,66.93470149253731,rep2_FOV3
8,7,555,398,1,2435.0,5221,67.90365830300709,rep2_FOV3
9,7,555,398,1,2413.0,5198,66.42458637937668,rep2_FOV3
10,7,555,398,1,2428.0,5137,65.671792875219,rep2_FOV3
11,7,555,398,1,2419.0,5171,65.3274028234384,rep2_FOV3
12,7,555,398,1,2409.0,5094,65.75579112681586,rep2_FOV3
13,7,555,398,1,2418.0,5148,64.4063714063714,rep2_FOV3
14,7,555,398,1,2412.0,4800,64.2375,rep2_FOV3
15,7,555,398,1,2430.0,4941,65.77089657963975,rep2_FOV3
16,7,555,398,1,2445.0,5105,64.07482859941234,rep2_FOV3
17,7,555,398,1,2423.0,4863,65.10322845979847,rep2_FOV3
18,7,555,398,1,2427.0,4818,64.89975093399751,rep2_FOV3
19,7,555,398,1,2400.0,5172,65.49941995359629,rep2_FOV3
20,7,555,398,1,2415.0,4963,64.98448519040903,rep2_FOV3
0,8,221,423,1,2638.0,5684,89.46938775510205,rep2_FOV3
1,8,221,423,1,2634.0,5569,81.83426108816664,rep2_FOV3
2,8,221,423,1,2639.0,5390,77.93636363636364,rep2_FOV3
3,8,221,423,1,2659.0,5621,88.31417897171322,rep2_FOV3
4,8,221,423,1,2630.0,5887,99.52131815865467,rep2_FOV3
5,8,221,423,1,2639.0,5353,75.06482346347842,rep2_FOV3
6,8,221,423,1,2629.0,5432,78.08118556701031,rep2_FOV3
7,8,221,423,1,2657.0,5277,75.78737919272314,rep2_FOV3
8,8,221,423,1,2628.0,5335,74.01274601686973,rep2_FOV3
9,8,221,423,1,2641.0,5176,72.0146831530139,rep2_FOV3
10,8,221,423,1,2634.0,5363,74.63956740630245,rep2_FOV3
11,8,221,423,1,2645.0,5266,71.31466008355488,rep2_FOV3
12,8,221,423,1,2651.0,5122,71.02616165560327,rep2_FOV3
13,8,221,423,1,2634.0,5195,71.08585178055823,rep2_FOV3
14,8,221,423,1,2650.0,4831,67.57814117160008,rep2_FOV3
15,8,221,423,1,2648.0,5287,70.5583506714583,rep2_FOV3
16,8,221,423,1,2656.0,5355,74.59775910364145,rep2_FOV3
17,8,221,423,1,2643.0,5199,71.71802269667243,rep2_FOV3
18,8,221,423,1,2649.0,5227,70.57202984503539,rep2_FOV3
19,8,221,423,1,2630.0,5198,70.25625240477106,rep2_FOV3
20,8,221,423,1,2637.0,5283,73.30759038425137,rep2_FOV3
0,9,430,473,1,2468.0,6022,97.60561275323813,rep2_FOV3
1,9,430,473,1,2452.0,5807,88.10125710349578,rep2_FOV3
2,9,430,473,1,2484.0,5727,82.45835515976951,rep2_FOV3
3,9,430,473,1,2468.0,5599,78.73656010001785,rep2_FOV3
4,9,430,473,1,2459.0,5472,75.0047514619883,rep2_FOV3
5,9,430,473,1,2468.0,5108,66.49040720438528,rep2_FOV3
6,9,430,473,1,2464.0,5176,67.94957496136013,rep2_FOV3
7,9,430,473,1,2482.0,5011,67.15984833366593,rep2_FOV3
8,9,430,473,1,2476.0,5010,65.43912175648703,rep2_FOV3
9,9,430,473,1,2477.0,5028,67.26193317422434,rep2_FOV3
10,9,430,473,1,2483.0,5280,69.69753787878788,rep2_FOV3
11,9,430,473,1,2456.0,5297,72.3182933736077,rep2_FOV3
12,9,430,473,1,2468.0,5328,69.99211711711712,rep2_FOV3
13,9,430,473,1,2453.0,5065,66.66238894373149,rep2_FOV3
14,9,430,473,1,2450.0,5322,70.33615182262308,rep2_FOV3
15,9,430,473,1,2472.0,5281,72.16436281007385,rep2_FOV3
16,9,430,473,1,2476.0,5333,72.62816426026626,rep2_FOV3
17,9,430,473,1,2466.0,5396,75.70014825796886,rep2_FOV3
18,9,430,473,1,2483.0,5337,70.79314221472737,rep2_FOV3
19,9,430,473,1,2455.0,5372,71.867460908414,rep2_FOV3
20,9,430,473,1,2468.0,5353,70.77339809452643,rep2_FOV3
0,10,245,565,1,2628.0,6690,113.6780269058296,rep2_FOV3
1,10,245,565,1,2580.0,6613,108.88885528504461,rep2_FOV3
2,10,245,565,1,2603.0,6520,98.80521472392638,rep2_FOV3
3,10,245,565,1,2623.0,6430,96.89066874027993,rep2_FOV3
4,10,245,565,1,2631.0,6381,91.0122237893747,rep2_FOV3
5,10,245,565,1,2613.0,5646,68.38753099539497,rep2_FOV3
6,10,245,565,0,0.0,0,0.0,rep2_FOV3
7,10,245,565,0,0.0,0,0.0,rep2_FOV3
8,10,245,565,0,0.0,0,0.0,rep2_FOV3
9,10,245,565,0,0.0,0,0.0,rep2_FOV3
10,10,245,565,0,0.0,0,0.0,rep2_FOV3
11,10,245,565,0,0.0,0,0.0,rep2_FOV3
12,10,245,565,0,0.0,0,0.0,rep2_FOV3
13,10,245,565,0,0.0,0,0.0,rep2_FOV3
14,10,245,565,0,0.0,0,0.0,rep2_FOV3
15,10,245,565,0,0.0,0,0.0,rep2_FOV3
16,10,245,565,0,0.0,0,0.0,rep2_FOV3
17,10,245,565,0,0.0,0,0.0,rep2_FOV3
18,10,245,565,0,0.0,0,0.0,rep2_FOV3
19,10,245,565,0,0.0,0,0.0,rep2_FOV3
20,10,245,565,0,0.0,0,0.0,rep2_FOV3
0,11,511,581,1,2500.0,5788,114.78991015894955,rep2_FOV3
1,11,511,581,1,2485.0,5686,105.45304256067534,rep2_FOV3
2,11,511,581,1,2508.0,5609,102.025851310394,rep2_FOV3
3,11,511,581,1,2492.0,5626,101.90259509420548,rep2_FOV3
4,11,511,581,1,2506.0,5915,128.52595097210482,rep2_FOV3
5,11,511,581,1,2494.0,5301,81.44633088096586,rep2_FOV3
6,11,511,581,1,2507.0,5276,78.01213040181956,rep2_FOV3
7,11,511,581,1,2497.0,5134,76.6441371250487,rep2_FOV3
8,11,511,581,1,2498.0,5039,72.46933915459417,rep2_FOV3
9,11,511,581,1,2506.0,4863,70.82089245321818,rep2_FOV3
10,11,511,581,1,2499.0,4962,70.07295445384925,rep2_FOV3
11,11,511,581,1,2489.0,4934,70.40656668017836,rep2_FOV3
12,11,511,581,1,2515.0,5081,75.86105097421768,rep2_FOV3
13,11,511,581,1,2493.0,5220,79.27701149425287,rep2_FOV3
14,11,511,581,1,2522.0,5205,78.88722382324688,rep2_FOV3
15,11,511,581,1,2497.0,4999,74.97979595919183,rep2_FOV3
16,11,511,581,0,0.0,0,0.0,rep2_FOV3
17,11,511,581,0,0.0,0,0.0,rep2_FOV3
18,11,511,581,0,0.0,0,0.0,rep2_FOV3
19,11,511,581,0,0.0,0,0.0,rep2_FOV3
20,11,511,581,0,0.0,0,0.0,rep2_FOV3
