time,cell_number,x,y,Alive,nuclei_size,cell_size,protein_concentration,file_name
0,1,125,108,1,2463.0,5040,68.10039682539683,rep2_FOV2
1,1,125,108,1,2496.0,5189,67.46155328579688,rep2_FOV2
2,1,125,108,1,2508.0,4822,66.16424720033181,rep2_FOV2
3,1,125,108,1,2479.0,4986,66.55776173285199,rep2_FOV2
4,1,125,108,1,2483.0,4863,66.0065803002262,rep2_FOV2
5,1,125,108,1,2491.0,4934,64.87717875962707,rep2_FOV2
6,1,125,108,1,2495.0,4825,63.22735751295337,rep2_FOV2
7,1,125,108,1,2498.0,4938,64.83495342243823,rep2_FOV2
8,1,125,108,1,2478.0,4970,65.27726358148894,rep2_FOV2
9,1,125,108,1,2483.0,5060,70.19525691699604,rep2_FOV2
10,1,125,108,1,2475.0,5291,73.67491967491968,rep2_FOV2
11,1,125,108,1,2487.0,5235,72.76771728748807,rep2_FOV2
12,1,125,108,1,2491.0,5292,71.64285714285714,rep2_FOV2
13,1,125,108,1,2491.0,5400,74.90703703703704,rep2_FOV2
14,1,125,108,1,2504.0,5335,72.20656044985942,rep2_FOV2
15,1,125,108,1,2500.0,5279,73.03864368251563,rep2_FOV2
16,1,125,108,1,2501.0,5284,72.64894019682059,rep2_FOV2
17,1,125,108,1,2500.0,5117,68.28708227477037,rep2_FOV2
18,1,125,108,1,2501.0,5191,66.93026391832016,rep2_FOV2
19,1,125,108,1,2515.0,5004,66.69404476418865,rep2_FOV2
20,1,125,108,1,2509.0,5052,66.11441013460016,rep2_FOV2
0,2,570,140,1,2368.0,6037,82.32714924631439,rep2_FOV2
1,2,570,140,1,2367.0,6254,94.05964182922929,rep2_FOV2
2,2,570,140,1,2361.0,6270,95.84433811802234,rep2_FOV2
3,2,570,140,1,2356.0,6322,96.40778234735843,rep2_FOV2
4,2,570,140,1,2372.0,6392,101.37187108886107,rep2_FOV2
5,2,570,140,1,2362.0,5752,75.46505563282336,rep2_FOV2
6,2,570,140,1,2380.0,5480,66.77299270072993,rep2_FOV2
7,2,570,140,1,2381.0,5645,71.45544729849425,rep2_FOV2
8,2,570,140,1,2375.0,5773,72.15364628442751,rep2_FOV2
9,2,570,140,1,2369.0,5647,72.73277846644235,rep2_FOV2
10,2,570,140,1,2371.0,5794,74.60286503279255,rep2_FOV2
11,2,570,140,1,2361.0,5679,71.63285789751717,rep2_FOV2
12,2,570,140,1,2343.0,5711,72.93941516371913,rep2_FOV2
13,2,570,140,1,2349.0,5670,73.44021164021164,rep2_FOV2
14,2,570,140,1,2369.0,5669,71.11201270065267,rep2_FOV2
15,2,570,140,1,2381.0,5481,68.53402663747491,rep2_FOV2
16,2,570,140,1,2363.0,5534,68.06396819660281,rep2_FOV2
17,2,570,140,1,2381.0,5561,68.32494155727387,rep2_FOV2
18,2,570,140,1,2355.0,5378,65.77277798438081,rep2_FOV2
19,2,570,140,1,2369.0,5359,65.80070908751632,rep2_FOV2
20,2,570,140,1,2364.0,5381,66.38970451588924,rep2_FOV2
0,3,127,298,1,2612.0,5968,87.21665549597856,rep2_FOV2
1,3,127,298,1,2619.0,5889,83.4824248599083,rep2_FOV2
2,3,127,298,1,2610.0,5901,85.3892560582952,rep2_FOV2
3,3,127,298,1,2596.0,6178,98.68258336031079,rep2_FOV2
4,3,127,298,1,2614.0,6367,112.08167111669546,rep2_FOV2
5,3,127,298,1,2619.0,5742,76.21630094043887,rep2_FOV2
6,3,127,298,1,2632.0,5604,74.72947894361171,rep2_FOV2
7,3,127,298,1,2606.0,5354,70.78950317519612,rep2_FOV2
8,3,127,298,1,2589.0,5303,68.08598906279464,rep2_FOV2
9,3,127,298,1,2594.0,5163,66.73600619794694,rep2_FOV2
10,3,127,298,1,2623.0,5243,66.87125691398055,rep2_FOV2
11,3,127,298,1,2610.0,5432,67.83873343151694,rep2_FOV2
12,3,127,298,1,2615.0,5163,66.79992252566338,rep2_FOV2
13,3,127,298,1,2626.0,5230,67.19961759082219,rep2_FOV2
14,3,127,298,1,2628.0,5264,68.05490121580547,rep2_FOV2
15,3,127,298,1,2616.0,5185,67.17743490838959,rep2_FOV2
16,3,127,298,1,2609.0,5297,68.43364168397206,rep2_FOV2
17,3,127,298,1,2613.0,5272,68.87101669195751,rep2_FOV2
18,3,127,298,1,2606.0,5385,70.84271123491179,rep2_FOV2
19,3,127,298,1,2618.0,5350,69.61457943925234,rep2_FOV2
20,3,127,298,1,2617.0,5317,68.04495015986458,rep2_FOV2
0,4,283,323,1,2643.0,6530,106.4145482388974,rep2_FOV2
1,4,283,323,1,2644.0,6426,97.78415810768752,rep2_FOV2
2,4,283,323,1,2651.0,6315,88.0129849564529,rep2_FOV2
3,4,283,323,1,2645.0,6054,77.88189626693095,rep2_FOV2
4,4,283,323,1,2639.0,5893,73.95537077889021,rep2_FOV2
5,4,283,323,1,2653.0,5573,67.63897362282434,rep2_FOV2
6,4,283,323,1,2642.0,5890,74.49728353140917,rep2_FOV2
7,4,283,323,1,2649.0,5908,73.78436018957346,rep2_FOV2
8,4,283,323,1,2635.0,5870,74.52691652470187,rep2_FOV2
9,4,283,323,1,2651.0,5937,76.48762001010611,rep2_FOV2
10,4,283,323,1,2627.0,5792,72.18370165745857,rep2_FOV2
11,4,283,323,1,2622.0,5710,71.14956217162872,rep2_FOV2
12,4,283,323,1,2623.0,5749,72.1688989389459,rep2_FOV2
13,4,283,323,1,2631.0,5810,70.97573149741824,rep2_FOV2
14,4,283,323,1,2624.0,5737,68.89663587240719,rep2_FOV2
15,4,283,323,1,2650.0,5394,64.95179829440119,rep2_FOV2
16,4,283,323,1,2624.0,5133,65.01655951685174,rep2_FOV2
17,4,283,323,1,2634.0,5316,65.10684725357412,rep2_FOV2
18,4,283,323,1,2625.0,5387,65.88453684796733,rep2_FOV2
19,4,283,323,1,2631.0,5263,64.2713281398442,rep2_FOV2
20,4,283,323,1,2644.0,5452,66.80355832721936,rep2_FOV2
0,5,472,371,1,2751.0,18975,108.80832674571805,rep2_FOV2
1,5,472,371,1,2754.0,18814,105.61927288189646,rep2_FOV2
2,5,472,371,1,2762.0,18542,100.27925790098155,rep2_FOV2
3,5,472,371,1,2753.0,18276,95.07020135697088,rep2_FOV2
4,5,472,371,1,2759.0,18532,96.48775091733218,rep2_FOV2
5,5,472,371,1,2755.0,16999,73.20930642978999,rep2_FOV2
6,5,472,371,1,2755.0,16907,73.35050570769504,rep2_FOV2
7,5,472,371,1,2755.0,16743,72.05315654303291,rep2_FOV2
8,5,472,371,1,2750.0,16834,71.87964833075918,rep2_FOV2
9,5,472,371,1,2757.0,17081,73.50605936420584,rep2_FOV2
10,5,472,371,1,2769.0,17135,74.6127224978115,rep2_FOV2
11,5,472,371,1,2756.0,17068,73.36471760018749,rep2_FOV2
12,5,472,371,1,2756.0,16795,72.05108663292647,rep2_FOV2
13,5,472,371,1,2739.0,16667,70.19055618887623,rep2_FOV2
14,5,472,371,0,0.0,0,0.0,rep2_FOV2
15,5,472,371,0,0.0,0,0.0,rep2_FOV2
16,5,472,371,0,0.0,0,0.0,rep2_FOV2
17,5,472,371,0,0.0,0,0.0,rep2_FOV2
18,5,472,371,0,0.0,0,0.0,rep2_FOV2
19,5,472,371,0,0.0,0,0.0,rep2_FOV2
20,5,472,371,0,0.0,0,0.0,rep2_FOV2
0,6,59,420,1,2399.0,5708,116.74018920812894,rep2_FOV2
1,6,59,420,1,2400.0,5738,117.90641338445451,rep2_FOV2
2,6,59,420,1,2395.0,5866,127.36839413569724,rep2_FOV2
3,6,59,420,1,2394.0,5887,135.2845252250722,rep2_FOV2
4,6,59,420,0,0.0,5450,92.2005504587156,rep2_FOV2
5,6,59,420,0,0.0,0,0.0,rep2_FOV2
6,6,59,420,0,0.0,0,0.0,rep2_FOV2
7,6,59,420,0,0.0,0,0.0,rep2_FOV2
8,6,59,420,0,0.0,0,0.0,rep2_FOV2
9,6,59,420,0,0.0,0,0.0,rep2_FOV2
10,6,59,420,0,0.0,0,0.0,rep2_FOV2
11,6,59,420,0,0.0,0,0.0,rep2_FOV2
12,6,59,420,0,0.0,0,0.0,rep2_FOV2
13,6,59,420,0,0.0,0,0.0,rep2_FOV2
14,6,59,420,0,0.0,0,0.0,rep2_FOV2
15,6,59,420,0,0.0,0,0.0,rep2_FOV2
16,6,59,420,0,0.0,0,0.0,rep2_FOV2
17,6,59,420,0,0.0,0,0.0,rep2_FOV2
18,6,59,420,0,0.0,0,0.0,rep2_FOV2
19,6,59,420,0,0.0,0,0.0,rep2_FOV2
20,6,59,420,0,0.0,0,0.0,rep2_FOV2
0,7,431,463,1,2546.0,18975,108.80832674571805,rep2_FOV2
1,7,431,463,1,2538.0,18814,105.61927288189646,rep2_FOV2
2,7,431,463,1,2547.0,18542,100.27925790098155,rep2_FOV2
3,7,431,463,1,2537.0,18276,95.07020135697088,rep2_FOV2
4,7,431,463,1,10.0,18532,96.48775091733218,rep2_FOV2
5,7,431,463,1,2547.0,16999,73.20930642978999,rep2_FOV2
6,7,431,463,1,2520.0,16907,73.35050570769504,rep2_FOV2
7,7,431,463,1,2561.0,16743,72.05315654303291,rep2_FOV2
8,7,431,463,1,2556.0,16834,71.87964833075918,rep2_FOV2
9,7,431,463,1,2535.0,17081,73.50605936420584,rep2_FOV2
10,7,431,463,1,2552.0,17135,74.6127224978115,rep2_FOV2
11,7,431,463,1,2564.0,17068,73.36471760018749,rep2_FOV2
12,7,431,463,1,2539.0,16795,72.05108663292647,rep2_FOV2
13,7,431,463,1,2537.0,16667,70.19055618887623,rep2_FOV2
14,7,431,463,1,2546.0,11421,72.52097014271955,rep2_FOV2
15,7,431,463,1,2553.0,11703,76.570281124498,rep2_FOV2
16,7,431,463,1,2554.0,11532,75.60882761012834,rep2_FOV2
17,7,431,463,1,2555.0,11487,73.95647253416907,rep2_FOV2
18,7,431,463,1,2536.0,11388,72.60985247629083,rep2_FOV2
19,7,431,463,1,2551.0,11448,72.86504192872117,rep2_FOV2
20,7,431,463,1,2542.0,11369,72.42686252089014,rep2_FOV2
0,8,423,569,1,2476.0,18975,108.80832674571805,rep2_FOV2
1,8,423,569,1,2466.0,18814,105.61927288189646,rep2_FOV2
2,8,423,569,1,2468.0,18542,100.27925790098155,rep2_FOV2
3,8,423,569,1,2461.0,18276,95.07020135697088,rep2_FOV2
4,8,423,569,1,2547.0,18532,96.48775091733218,rep2_FOV2
5,8,423,569,1,2469.0,16999,73.20930642978999,rep2_FOV2
6,8,423,569,1,2457.0,16907,73.35050570769504,rep2_FOV2
7,8,423,569,1,2457.0,16743,72.05315654303291,rep2_FOV2
8,8,423,569,1,2478.0,16834,71.87964833075918,rep2_FOV2
9,8,423,569,1,2465.0,17081,73.50605936420584,rep2_FOV2
10,8,423,569,1,2477.0,17135,74.6127224978115,rep2_FOV2
11,8,423,569,1,2460.0,17068,73.36471760018749,rep2_FOV2
