time,cell_number,x,y,Alive,nuclei_size,cell_size,protein_concentration,number_of_mRNA_in_nucleus,number_of_mRNA_in_cytoplasm,number_of_transcription_sites,file_name
0,1,418,70,1,2451.0,5459,107.17072723942114,1,3,0,rep2_FOV4
1,1,418,70,1,2440.0,5443,101.70439096086717,0,4,1,rep2_FOV4
2,1,418,70,1,2459.0,5370,96.70540037243948,3,3,0,rep2_FOV4
3,1,418,70,1,2465.0,5312,93.14269578313252,3,2,0,rep2_FOV4
4,1,418,70,1,2453.0,5305,91.75475966069746,0,3,0,rep2_FOV4
5,1,418,70,1,2463.0,5109,83.7764728909767,2,1,0,rep2_FOV4
6,1,418,70,1,2453.0,4918,74.85908906059373,1,2,0,rep2_FOV4
7,1,418,70,1,2456.0,4778,72.43784010046045,0,1,1,rep2_FOV4
8,1,418,70,1,2455.0,4693,69.79884935009589,1,2,0,rep2_FOV4
9,1,418,70,1,2477.0,4718,69.20389995760915,3,1,0,rep2_FOV4
10,1,418,70,0,0.0,0,0.0,0,0,0,rep2_FOV4
11,1,418,70,0,0.0,0,0.0,0,0,0,rep2_FOV4
12,1,418,70,0,0.0,0,0.0,0,0,0,rep2_FOV4
13,1,418,70,0,0.0,0,0.0,0,0,0,rep2_FOV4
14,1,418,70,0,0.0,0,0.0,0,0,0,rep2_FOV4
15,1,418,70,0,0.0,0,0.0,0,0,0,rep2_FOV4
16,1,418,70,0,0.0,0,0.0,0,0,0,rep2_FOV4
17,1,418,70,0,0.0,0,0.0,0,0,0,rep2_FOV4
18,1,418,70,0,0.0,0,0.0,0,0,0,rep2_FOV4
19,1,418,70,0,0.0,0,0.0,0,0,0,rep2_FOV4
20,1,418,70,0,0.0,0,0.0,0,0,0,rep2_FOV4
0,2,99,105,1,2461.0,4881,71.44560540872772,0,0,0,rep2_FOV4
1,2,99,105,1,2485.0,4783,69.64185657537111,0,0,0,rep2_FOV4
2,2,99,105,1,2460.0,4794,66.78660826032541,0,0,0,rep2_FOV4
3,2,99,105,1,2491.0,4646,68.11192423590185,2,0,1,rep2_FOV4
4,2,99,105,1,2469.0,4792,71.05947412353923,0,2,1,rep2_FOV4
5,2,99,105,1,2482.0,5000,72.5318,0,4,1,rep2_FOV4
6,2,99,105,1,2472.0,5113,74.34441619401525,2,5,1,rep2_FOV4
7,2,99,105,1,2457.0,5108,77.73590446358654,1,5,1,rep2_FOV4
8,2,99,105,1,2483.0,5232,81.61659021406727,0,5,1,rep2_FOV4
9,2,99,105,1,2489.0,5348,87.46428571428571,3,4,1,rep2_FOV4
10,2,99,105,1,2486.0,5424,88.62112831858407,1,3,1,rep2_FOV4
11,2,99,105,1,2472.0,5437,94.39599043590215,4,6,0,rep2_FOV4
12,2,99,105,1,2488.0,5423,89.97713442743868,1,7,0,rep2_FOV4
13,2,99,105,1,2466.0,5381,87.22635197918602,2,6,0,rep2_FOV4
