time,cell_number,x,y,Alive,nuclei_size,cell_size,protein_concentration,file_name
0,1,261,64,1,2583.0,6761,156.0959917172016,rep1_FOV5
1,1,261,64,1,2598.0,6776,148.5180047225502,rep1_FOV5
2,1,261,64,1,2605.0,6656,138.39362980769232,rep1_FOV5
3,1,261,64,1,2596.0,6611,127.85554379065195,rep1_FOV5
4,1,261,64,1,2589.0,6499,114.07770426219419,rep1_FOV5
5,1,261,64,1,2592.0,6242,96.50128164049984,rep1_FOV5
6,1,261,64,1,2599.0,6063,85.40178129638792,rep1_FOV5
7,1,261,64,1,2592.0,5854,78.32268534335498,rep1_FOV5
8,1,261,64,1,2584.0,5589,74.5092145285382,rep1_FOV5
9,1,261,64,1,2585.0,5489,70.09601020222263,rep1_FOV5
10,1,261,64,1,2596.0,5421,68.58992805755396,rep1_FOV5
11,1,261,64,1,2596.0,5476,67.40010956902849,rep1_FOV5
12,1,261,64,1,2591.0,5206,66.05032654629274,rep1_FOV5
13,1,261,64,1,2604.0,5237,65.42677105212908,rep1_FOV5
14,1,261,64,1,2615.0,5031,65.62830451202544,rep1_FOV5
15,1,261,64,1,2588.0,5137,66.02452793459217,rep1_FOV5
16,1,261,64,1,2574.0,5276,67.98275208491282,rep1_FOV5
17,1,261,64,1,2600.0,5749,73.79283353626718,rep1_FOV5
18,1,261,64,1,2615.0,5818,76.63441045032657,rep1_FOV5
19,1,261,64,1,2588.0,5858,79.73659952202117,rep1_FOV5
20,1,261,64,1,2596.0,5993,82.90005005840146,rep1_FOV5
0,2,377,73,1,2562.0,5895,126.24614079728583,rep1_FOV5
1,2,377,73,1,2544.0,5956,137.69291470785762,rep1_FOV5
2,2,377,73,1,2524.0,6034,151.10490553529996,rep1_FOV5
3,2,377,73,1,2541.0,5990,142.29415692821368,rep1_FOV5
4,2,377,73,1,2537.0,5923,129.9385446564241,rep1_FOV5
5,2,377,73,1,2531.0,5652,108.27707006369427,rep1_FOV5
6,2,377,73,1,2543.0,5481,91.20671410326582,rep1_FOV5
