time,cell_number,x,y,Alive,nuclei_size,cell_size,protein_concentration,number_of_mRNA_in_nucleus,number_of_mRNA_in_cytoplasm,number_of_transcription_sites,file_name
0,1,217,82,1,2536.0,13011,104.03297210053032,4,11,0,rep1_FOV2
1,1,217,82,1,2520.0,12881,99.00326061641177,2,7,1,rep1_FOV2
2,1,217,82,1,2524.0,12850,100.06272373540855,4,6,1,rep1_FOV2
3,1,217,82,1,2537.0,12899,104.28436312892472,3,10,0,rep1_FOV2
4,1,217,82,1,2553.0,12910,105.27381874515879,5,8,0,rep1_FOV2
5,1,217,82,1,2548.0,12571,92.12385649510779,2,7,0,rep1_FOV2
6,1,217,82,1,2525.0,12121,83.43404009570168,2,5,0,rep1_FOV2
7,1,217,82,1,2547.0,11979,78.67810334752484,1,6,0,rep1_FOV2
8,1,217,82,1,2513.0,11723,74.96536722681907,3,4,0,rep1_FOV2
9,1,217,82,1,2540.0,11387,72.14402388688856,1,6,0,rep1_FOV2
10,1,217,82,1,2524.0,11445,71.00183486238532,1,3,1,rep1_FOV2
11,1,217,82,1,2534.0,11387,69.98709054184596,4,3,0,rep1_FOV2
12,1,217,82,1,2559.0,11162,69.54524278803082,2,2,0,rep1_FOV2
13,1,217,82,1,2522.0,11077,66.98501399295839,1,2,0,rep1_FOV2
14,1,217,82,1,2529.0,10975,66.57913439635536,2,0,0,rep1_FOV2
15,1,217,82,1,2541.0,10507,67.03293042733416,1,0,0,rep1_FOV2
16,1,217,82,1,2519.0,10966,65.0821630494255,1,3,0,rep1_FOV2
17,1,217,82,1,2541.0,10815,66.31881645862228,0,2,1,rep1_FOV2
18,1,217,82,1,2539.0,11073,66.67894879436467,1,0,1,rep1_FOV2
19,1,217,82,1,2522.0,11123,66.26000179807606,2,2,0,rep1_FOV2
20,1,217,82,1,2537.0,10599,66.64298518728182,1,1,1,rep1_FOV2
0,2,66,137,1,2375.0,13920,126.0646551724138,4,7,1,rep1_FOV2
1,2,66,137,1,2390.0,13837,125.66098142660981,4,12,1,rep1_FOV2
2,2,66,137,1,2402.0,13778,119.88394542023515,2,7,0,rep1_FOV2
3,2,66,137,1,2401.0,13711,114.34519728684998,2,6,1,rep1_FOV2
4,2,66,137,1,2384.0,13724,113.7713494607986,4,11,0,rep1_FOV2
5,2,66,137,1,2408.0,13323,98.2067852585754,1,12,1,rep1_FOV2
6,2,66,137,1,2389.0,12946,89.02858025644987,-1,7,2,rep1_FOV2
7,2,66,137,1,2372.0,12642,81.2702895111533,2,4,1,rep1_FOV2
8,2,66,137,1,2399.0,12405,77.67682386134624,5,9,0,rep1_FOV2
9,2,66,137,1,2374.0,12150,76.17769547325103,1,4,1,rep1_FOV2
10,2,66,137,1,2395.0,11914,74.92487829444352,3,8,1,rep1_FOV2
11,2,66,137,1,2381.0,11934,74.68066029830736,3,7,1,rep1_FOV2
12,2,66,137,1,2395.0,12052,76.48547958845005,1,7,1,rep1_FOV2
13,2,66,137,1,2393.0,12061,76.95257441339855,5,6,0,rep1_FOV2
14,2,66,137,1,2404.0,11989,75.96363333055301,5,8,0,rep1_FOV2
15,2,66,137,1,2396.0,5591,66.97585405115365,0,2,0,rep1_FOV2
16,2,66,137,1,2385.0,12016,73.34770306258322,1,4,0,rep1_FOV2
17,2,66,137,1,2401.0,11639,71.08239539479337,0,2,0,rep1_FOV2
18,2,66,137,1,2382.0,11380,68.42785588752197,1,3,1,rep1_FOV2
19,2,66,137,1,2390.0,5793,67.70706024512343,3,3,0,rep1_FOV2
20,2,66,137,1,2403.0,5638,66.2685349414686,3,3,0,rep1_FOV2
0,3,293,151,1,2556.0,13011,104.03297210053032,4,11,0,rep1_FOV2
1,3,293,151,1,2565.0,12881,99.00326061641177,2,7,1,rep1_FOV2
2,3,293,151,1,2551.0,12850,100.06272373540855,4,6,1,rep1_FOV2
3,3,293,151,1,2543.0,12899,104.28436312892472,3,10,0,rep1_FOV2
4,3,293,151,1,2558.0,12910,105.27381874515879,5,8,0,rep1_FOV2
5,3,293,151,1,2537.0,12571,92.12385649510779,2,7,0,rep1_FOV2
6,3,293,151,1,2545.0,12121,83.43404009570168,2,5,0,rep1_FOV2
7,3,293,151,1,2551.0,11979,78.67810334752484,1,6,0,rep1_FOV2
8,3,293,151,1,2533.0,11723,74.96536722681907,3,4,0,rep1_FOV2
9,3,293,151,1,2534.0,11387,72.14402388688856,1,6,0,rep1_FOV2
10,3,293,151,1,2538.0,11445,71.00183486238532,1,3,1,rep1_FOV2
11,3,293,151,1,2547.0,11387,69.98709054184596,4,3,0,rep1_FOV2
12,3,293,151,1,2555.0,11162,69.54524278803082,2,2,0,rep1_FOV2
13,3,293,151,1,2552.0,11077,66.98501399295839,1,2,0,rep1_FOV2
14,3,293,151,1,2546.0,10975,66.57913439635536,2,0,0,rep1_FOV2
15,3,293,151,1,2545.0,10507,67.03293042733416,1,0,0,rep1_FOV2
16,3,293,151,1,2526.0,10966,65.0821630494255,1,3,0,rep1_FOV2
17,3,293,151,1,2559.0,10815,66.31881645862228,0,2,1,rep1_FOV2
18,3,293,151,1,2548.0,11073,66.67894879436467,1,0,1,rep1_FOV2
19,3,293,151,1,2532.0,11123,66.26000179807606,2,2,0,rep1_FOV2
20,3,293,151,1,2537.0,10599,66.64298518728182,1,1,1,rep1_FOV2
0,4,545,155,1,2602.0,5535,97.15140018066847,1,4,0,rep1_FOV2
1,4,545,155,1,2593.0,5546,97.36404615939416,0,2,1,rep1_FOV2
2,4,545,155,1,2596.0,5491,92.55181205609179,3,3,1,rep1_FOV2
3,4,545,155,1,2600.0,5603,100.72711047653043,3,2,1,rep1_FOV2
4,4,545,155,1,2574.0,5658,106.10180275715801,2,4,1,rep1_FOV2
5,4,545,155,1,2589.0,5438,90.56068407502758,3,3,0,rep1_FOV2
6,4,545,155,1,2604.0,5319,81.9496145892085,3,3,0,rep1_FOV2
7,4,545,155,1,2589.0,5143,77.38401711063581,1,4,1,rep1_FOV2
8,4,545,155,1,2579.0,5195,77.31992300288739,2,6,1,rep1_FOV2
9,4,545,155,1,2612.0,5137,77.12594899746934,3,4,1,rep1_FOV2
