time,cell_number,x,y,Alive,nuclei_size,cell_size,protein_concentration,number_of_mRNA_in_nucleus,number_of_mRNA_in_cytoplasm,number_of_transcription_sites,file_name
0,1,201,79,1,2639.0,6131,106.36959712934268,0,6,0,rep1_FOV4
1,1,201,79,1,2633.0,6039,102.70293094883259,0,3,0,rep1_FOV4
2,1,201,79,1,2641.0,5964,95.32159624413146,1,2,1,rep1_FOV4
3,1,201,79,1,2628.0,5848,92.72571819425444,0,4,1,rep1_FOV4
4,1,201,79,1,2654.0,5791,88.50751165601795,1,2,1,rep1_FOV4
5,1,201,79,1,2645.0,5629,80.91348374489252,3,5,0,rep1_FOV4
6,1,201,79,1,2629.0,5454,75.58342500916758,3,0,0,rep1_FOV4
7,1,201,79,1,2629.0,5373,71.70314535641168,4,0,0,rep1_FOV4
8,1,201,79,1,2647.0,5322,69.07215332581737,1,2,0,rep1_FOV4
9,1,201,79,1,2641.0,5203,70.66288679607918,1,3,0,rep1_FOV4
10,1,201,79,1,2620.0,5195,68.61039461020212,1,1,1,rep1_FOV4
11,1,201,79,1,2646.0,5075,68.69261083743842,3,2,0,rep1_FOV4
12,1,201,79,1,2655.0,5265,68.6613485280152,1,0,0,rep1_FOV4
13,1,201,79,1,2633.0,5291,69.58854658854659,2,4,0,rep1_FOV4
14,1,201,79,1,2647.0,5123,69.60960374780402,2,2,0,rep1_FOV4
15,1,201,79,1,2639.0,5196,69.59507313317937,2,3,0,rep1_FOV4
16,1,201,79,1,2648.0,5173,68.78561763000194,2,2,0,rep1_FOV4
17,1,201,79,1,2655.0,5308,70.41842501883949,2,1,1,rep1_FOV4
18,1,201,79,1,2636.0,5274,71.8989381873341,1,5,1,rep1_FOV4
19,1,201,79,1,2622.0,5470,72.37824497257769,1,7,1,rep1_FOV4
20,1,201,79,1,2656.0,5459,75.69939549368016,5,3,0,rep1_FOV4
0,2,493,106,1,2450.0,6612,104.15910465819722,1,2,1,rep1_FOV4
1,2,493,106,1,2445.0,6467,97.68331529302613,2,4,0,rep1_FOV4
2,2,493,106,1,2458.0,6453,92.83465055013173,2,4,0,rep1_FOV4
3,2,493,106,1,2443.0,6390,91.47762128325509,1,1,0,rep1_FOV4
4,2,493,106,1,2439.0,6266,85.78151931056496,1,2,0,rep1_FOV4
5,2,493,106,1,2466.0,6074,78.66101415870925,0,1,0,rep1_FOV4
6,2,493,106,1,2431.0,5909,72.87273650363852,0,0,0,rep1_FOV4
7,2,493,106,1,2434.0,5570,68.87127468581687,2,0,1,rep1_FOV4
8,2,493,106,1,2474.0,5814,70.58513931888545,2,2,1,rep1_FOV4
9,2,493,106,1,2461.0,6096,77.73179133858268,1,9,1,rep1_FOV4
10,2,493,106,1,2454.0,6252,85.09197056941778,1,10,0,rep1_FOV4
11,2,493,106,1,2443.0,6298,86.93362972372182,2,9,0,rep1_FOV4
12,2,493,106,1,2439.0,6287,84.95196437092413,3,4,0,rep1_FOV4
13,2,493,106,1,2435.0,6092,79.14494418910046,0,5,0,rep1_FOV4
14,2,493,106,1,2463.0,5990,77.39248747913189,1,2,1,rep1_FOV4
15,2,493,106,1,2451.0,5913,75.4990698461018,1,4,1,rep1_FOV4
16,2,493,106,1,2458.0,5967,74.35361153008212,2,4,0,rep1_FOV4
17,2,493,106,1,2451.0,5894,69.8995588734306,2,3,0,rep1_FOV4
18,2,493,106,1,2441.0,5739,69.62362780972295,2,3,0,rep1_FOV4
19,2,493,106,1,2462.0,5813,70.12472045415448,2,2,0,rep1_FOV4
20,2,493,106,1,2442.0,5691,69.20242488139166,1,2,0,rep1_FOV4
0,3,90,163,1,2625.0,5745,85.13298520452568,2,5,0,rep1_FOV4
1,3,90,163,1,2624.0,5871,89.43297564299097,1,3,1,rep1_FOV4
2,3,90,163,1,2637.0,5949,93.69877290300892,3,3,0,rep1_FOV4
3,3,90,163,1,2625.0,5815,87.13877901977644,2,1,0,rep1_FOV4
4,3,90,163,1,2633.0,5722,82.5370499825236,1,1,0,rep1_FOV4
5,3,90,163,1,2639.0,5611,76.40081981821422,0,1,0,rep1_FOV4
6,3,90,163,1,2620.0,5434,72.68071402281929,0,0,1,rep1_FOV4
7,3,90,163,1,2622.0,5430,71.94861878453038,1,6,0,rep1_FOV4
8,3,90,163,1,2631.0,5548,77.00937274693584,3,7,1,rep1_FOV4
9,3,90,163,1,2618.0,5575,78.7334529147982,3,5,1,rep1_FOV4
10,3,90,163,1,2643.0,5710,80.15271453590192,1,7,0,rep1_FOV4
11,3,90,163,1,2631.0,5565,78.49919137466307,1,5,0,rep1_FOV4
12,3,90,163,1,2637.0,5559,75.26407627271092,0,3,0,rep1_FOV4
13,3,90,163,1,2621.0,5581,75.0983694678373,1,5,1,rep1_FOV4
14,3,90,163,1,2643.0,5601,79.0074986609534,3,5,1,rep1_FOV4
15,3,90,163,1,2641.0,5729,80.57339849886542,2,8,1,rep1_FOV4
16,3,90,163,1,2629.0,5683,81.21027626253739,0,5,1,rep1_FOV4
17,3,90,163,1,2612.0,5727,83.4553867644491,1,4,2,rep1_FOV4
18,3,90,163,1,2617.0,5826,88.67988328184003,2,7,1,rep1_FOV4
19,3,90,163,1,2625.0,5911,92.92302486888852,2,3,0,rep1_FOV4
20,3,90,163,1,2622.0,5852,88.76845522898155,1,8,0,rep1_FOV4
0,4,584,228,1,2727.0,5920,80.88378378378378,3,2,0,rep1_FOV4
1,4,584,228,1,2711.0,6107,91.33125921074178,3,4,0,rep1_FOV4
2,4,584,228,1,2708.0,6222,95.91080038572807,1,5,0,rep1_FOV4
3,4,584,228,1,2700.0,6286,100.32230353165765,0,3,0,rep1_FOV4
4,4,584,228,1,2719.0,6167,93.7450948597373,0,1,0,rep1_FOV4
5,4,584,228,1,2711.0,5957,84.74735605170387,2,1,1,rep1_FOV4
6,4,584,228,1,2701.0,5822,78.13998625901752,2,7,1,rep1_FOV4
7,4,584,228,1,2694.0,5862,76.75145001705903,3,4,1,rep1_FOV4
8,4,584,228,1,2697.0,5892,78.04667345553293,3,6,0,rep1_FOV4
9,4,584,228,1,2723.0,5733,76.89952904238619,2,5,0,rep1_FOV4
10,4,584,228,1,2696.0,5682,75.25554382259767,3,2,0,rep1_FOV4
11,4,584,228,1,2726.0,5683,72.82192503959176,1,4,1,rep1_FOV4
12,4,584,228,1,2701.0,5615,70.0126447016919,2,3,0,rep1_FOV4
13,4,584,228,1,2720.0,5543,70.47411149197185,1,3,1,rep1_FOV4
14,4,584,228,1,2712.0,5522,70.31148134733792,2,1,1,rep1_FOV4
15,4,584,228,1,2703.0,5628,72.11975835110164,2,4,1,rep1_FOV4
16,4,584,228,1,2705.0,5667,74.20910534674431,3,9,1,rep1_FOV4
17,4,584,228,1,2722.0,5890,77.35161290322581,4,8,0,rep1_FOV4
18,4,584,228,1,2703.0,5805,76.85719207579673,1,8,0,rep1_FOV4
19,4,584,228,1,2711.0,5901,78.68157939332316,1,4,0,rep1_FOV4
20,4,584,228,1,2710.0,5748,76.11586638830897,0,4,0,rep1_FOV4
0,5,285,329,1,2356.0,5919,82.35191755364082,0,1,0,rep1_FOV4
1,5,285,329,1,2371.0,5856,80.45081967213115,1,0,0,rep1_FOV4
2,5,285,329,1,2375.0,5777,78.22728059546478,0,2,0,rep1_FOV4
3,5,285,329,1,2368.0,5793,79.22354565855342,0,2,0,rep1_FOV4
4,5,285,329,1,2373.0,5803,79.16956746510425,0,0,0,rep1_FOV4
5,5,285,329,1,2375.0,5636,74.34155429382541,0,4,1,rep1_FOV4
6,5,285,329,0,0.0,0,0.0,0,0,0,rep1_FOV4
7,5,285,329,0,0.0,0,0.0,0,0,0,rep1_FOV4
8,5,285,329,0,0.0,0,0.0,0,0,0,rep1_FOV4
9,5,285,329,0,0.0,0,0.0,0,0,0,rep1_FOV4
10,5,285,329,0,0.0,0,0.0,0,0,0,rep1_FOV4
