Time,Vitality,Protein
1000.0,0.9571428571428572,805.5142857142857
1050.0,0.9571428571428572,811.15
1100.0,0.9571428571428572,814.5928571428572
1150.0,0.9571428571428572,811.7642857142857
1200.0,0.95,811.2357142857143
1250.0,0.8714285714285714,755.6571428571428
1300.0,0.8,657.5
1350.0,0.7142857142857143,586.7642857142857
1400.0,0.6571428571428571,519.8142857142857
1450.0,0.6285714285714286,487.51428571428573
1500.0,0.5642857142857143,414.75714285714287
1550.0,0.5428571428571428,404.29285714285714
1600.0,0.4714285714285714,348.17857142857144
1650.0,0.42142857142857143,327.1928571428571
1700.0,0.37142857142857144,298.6142857142857
1750.0,0.30714285714285716,255.34285714285716
1800.0,0.29285714285714287,245.02142857142857
1850.0,0.2642857142857143,219.78571428571428
1900.0,0.2357142857142857,193.5857142857143
1950.0,0.2,157.3357142857143
2000.0,0.17142857142857143,145.92857142857142
