Time,Vitality,Protein
1000.0,0.9343065693430657,812.9343065693431
1050.0,0.9343065693430657,827.7299270072992
1100.0,0.927007299270073,811.4306569343066
1150.0,0.9197080291970803,794.7153284671533
1200.0,0.9197080291970803,785.978102189781
1250.0,0.8978102189781022,131.84671532846716
1300.0,0.8905109489051095,110.72262773722628
1350.0,0.8759124087591241,107.89781021897811
1400.0,0.8540145985401459,105.22627737226277
1450.0,0.8321167883211679,102.72262773722628
1500.0,0.8248175182481752,97.35766423357664
1550.0,0.8029197080291971,94.45985401459853
1600.0,0.7956204379562044,88.18248175182482
1650.0,0.7883211678832117,89.78832116788321
1700.0,0.7591240875912408,84.93430656934306
1750.0,0.7372262773722628,86.5036496350365
1800.0,0.7153284671532847,84.2043795620438
1850.0,0.7007299270072993,76.32846715328468
1900.0,0.6934306569343066,74.86861313868613
1950.0,0.6861313868613139,74.76642335766424
2000.0,0.6788321167883211,78.1094890510949
