Time,Vitality,Protein
1000.0,0.9057971014492754,725.1666666666666
1050.0,0.8985507246376812,760.7753623188406
1100.0,0.8913043478260869,793.5797101449275
1150.0,0.8840579710144928,789.6159420289855
1200.0,0.8840579710144928,798.5434782608696
1250.0,0.8768115942028986,795.1086956521739
1300.0,0.8695652173913043,763.8985507246376
1350.0,0.855072463768116,720.6594202898551
1400.0,0.855072463768116,684.4202898550725
1450.0,0.855072463768116,661.9420289855072
1500.0,0.8478260869565217,655.3768115942029
1550.0,0.8478260869565217,667.3840579710145
1600.0,0.8478260869565217,676.6086956521739
1650.0,0.8478260869565217,692.2246376811594
1700.0,0.8405797101449275,698.7826086956521
1750.0,0.8405797101449275,712.5144927536232
1800.0,0.8333333333333334,709.2898550724638
1850.0,0.8333333333333334,706.1449275362319
1900.0,0.8333333333333334,685.6594202898551
1950.0,0.8188405797101449,635.4492753623189
2000.0,0.8188405797101449,623.9855072463768
