Time,Vitality,Protein
1000.0,0.8968253968253969,755.8174603174604
1050.0,0.873015873015873,769.5079365079365
1100.0,0.873015873015873,770.5714285714286
1150.0,0.873015873015873,753.4206349206349
1200.0,0.873015873015873,722.7698412698413
1250.0,0.8492063492063492,459.25396825396825
1300.0,0.8253968253968254,271.07142857142856
1350.0,0.8174603174603174,159.9047619047619
1400.0,0.8095238095238095,95.96031746031746
1450.0,0.7936507936507936,56.76190476190476
1500.0,0.7698412698412699,33.12698412698413
1550.0,0.7619047619047619,19.714285714285715
1600.0,0.6984126984126984,11.515873015873016
1650.0,0.6666666666666666,6.944444444444445
1700.0,0.6507936507936508,4.420634920634921
1750.0,0.6190476190476191,2.6825396825396823
1800.0,0.5714285714285714,1.8253968253968254
1850.0,0.5396825396825397,1.5238095238095237
1900.0,0.5238095238095238,1.246031746031746
1950.0,0.5,1.4285714285714286
2000.0,0.49206349206349204,1.3888888888888888
