Time,Vitality,Protein
1000.0,0.8936170212765957,804.5035460992908
1050.0,0.8936170212765957,797.5744680851063
1100.0,0.8936170212765957,776.9007092198582
1150.0,0.8936170212765957,750.2340425531914
1200.0,0.8936170212765957,734.8652482269504
1250.0,0.8936170212765957,736.8510638297872
1300.0,0.8865248226950354,747.9290780141844
1350.0,0.8865248226950354,751.2482269503546
1400.0,0.8865248226950354,730.0425531914893
1450.0,0.8723404255319149,689.9858156028369
1500.0,0.8723404255319149,681.9858156028369
1550.0,0.8723404255319149,678.9574468085107
1600.0,0.8652482269503546,675.8014184397163
1650.0,0.8581560283687943,680.354609929078
1700.0,0.8439716312056738,680.531914893617
1750.0,0.8439716312056738,688.2978723404256
1800.0,0.8297872340425532,689.2695035460993
1850.0,0.8297872340425532,684.4397163120567
1900.0,0.8226950354609929,662.2836879432624
1950.0,0.8085106382978723,637.9290780141844
2000.0,0.8014184397163121,623.8510638297872
