Time,Vitality,Protein
1000.0,0.8699186991869918,639.6341463414634
1050.0,0.8536585365853658,626.1951219512196
1100.0,0.8536585365853658,654.5772357723578
1150.0,0.8455284552845529,659.7235772357724
1200.0,0.8455284552845529,645.829268292683
1250.0,0.8455284552845529,629.5121951219512
1300.0,0.8373983739837398,633.7967479674796
1350.0,0.8292682926829268,640.5121951219512
1400.0,0.8211382113821138,657.1463414634146
1450.0,0.8211382113821138,660.8211382113822
1500.0,0.8211382113821138,657.1869918699186
1550.0,0.8211382113821138,670.560975609756
1600.0,0.8211382113821138,677.4065040650406
1650.0,0.8211382113821138,677.1219512195122
1700.0,0.8211382113821138,664.4634146341464
1750.0,0.8211382113821138,643.0569105691056
1800.0,0.8130081300813008,614.1463414634146
1850.0,0.8130081300813008,607.0731707317074
1900.0,0.8048780487804879,607.520325203252
1950.0,0.7967479674796748,601.1382113821138
2000.0,0.7886178861788617,604.5040650406504
