Time,Vitality,Protein
1000.0,0.9485294117647058,781.1102941176471
1050.0,0.9485294117647058,786.0441176470588
1100.0,0.9338235294117647,769.6397058823529
1150.0,0.9264705882352942,772.3970588235294
1200.0,0.9191176470588235,767.6838235294117
1250.0,0.8161764705882353,673.7720588235294
1300.0,0.7720588235294118,588.7279411764706
1350.0,0.6764705882352942,461.69117647058823
1400.0,0.6691176470588235,381.0514705882353
1450.0,0.6176470588235294,275.2867647058824
1500.0,0.5808823529411765,193.6985294117647
1550.0,0.49264705882352944,118.76470588235294
1600.0,0.4632352941176471,76.4779411764706
1650.0,0.41911764705882354,48.845588235294116
1700.0,0.375,27.698529411764707
1750.0,0.33088235294117646,13.441176470588236
1800.0,0.3161764705882353,7.889705882352941
1850.0,0.27941176470588236,4.419117647058823
1900.0,0.25735294117647056,1.9264705882352942
1950.0,0.2426470588235294,1.0588235294117647
2000.0,0.22794117647058823,0.6764705882352942
