Time,Vitality,Protein
1000.0,0.9044117647058824,760.9264705882352
1050.0,0.8897058823529411,739.9264705882352
1100.0,0.8897058823529411,733.1544117647059
1150.0,0.8823529411764706,725.0735294117648
1200.0,0.875,719.2205882352941
1250.0,0.8676470588235294,710.7794117647059
1300.0,0.8676470588235294,725.3970588235294
1350.0,0.8602941176470589,732.7867647058823
1400.0,0.8602941176470589,740.7573529411765
1450.0,0.8602941176470589,758.8529411764706
1500.0,0.8529411764705882,781.0367647058823
1550.0,0.8529411764705882,787.1911764705883
1600.0,0.8529411764705882,783.9779411764706
1650.0,0.8529411764705882,763.9779411764706
1700.0,0.8529411764705882,730.7132352941177
1750.0,0.8455882352941176,687.6029411764706
1800.0,0.8455882352941176,660.4705882352941
1850.0,0.8455882352941176,648.5514705882352
1900.0,0.8455882352941176,637.6029411764706
1950.0,0.8382352941176471,635.1911764705883
2000.0,0.8382352941176471,623.9852941176471
