Time,Vitality,Protein
1000.0,0.9014084507042254,731.1056338028169
1050.0,0.9014084507042254,716.2112676056338
1100.0,0.8873239436619719,706.9366197183099
1150.0,0.8802816901408451,688.0633802816901
1200.0,0.8732394366197183,679.5774647887324
1250.0,0.8661971830985915,670.3732394366198
1300.0,0.8661971830985915,661.8521126760563
1350.0,0.8661971830985915,656.9154929577464
1400.0,0.8591549295774648,657.5352112676056
1450.0,0.852112676056338,666.5492957746479
1500.0,0.852112676056338,681.4788732394367
1550.0,0.8450704225352113,684.5985915492957
1600.0,0.8380281690140845,681.7746478873239
1650.0,0.823943661971831,684.7394366197183
1700.0,0.823943661971831,680.2676056338029
1750.0,0.823943661971831,671.556338028169
1800.0,0.8169014084507042,648.5211267605633
1850.0,0.8169014084507042,641.4014084507043
1900.0,0.8169014084507042,641.8802816901408
1950.0,0.8098591549295775,634.5915492957746
2000.0,0.8028169014084507,626.5492957746479
