Time,Vitality,Protein
1000.0,0.8828125,752.046875
1050.0,0.875,755.6640625
1100.0,0.8671875,748.5
1150.0,0.8671875,750.1796875
1200.0,0.8671875,740.2890625
1250.0,0.78125,597.8984375
1300.0,0.671875,416.859375
1350.0,0.59375,278.421875
1400.0,0.5703125,191.328125
1450.0,0.5234375,121.1015625
1500.0,0.5078125,82.7578125
1550.0,0.4375,51.8828125
1600.0,0.40625,33.9375
1650.0,0.3828125,24.25
1700.0,0.34375,15.4453125
1750.0,0.3125,11.0390625
1800.0,0.28125,7.734375
1850.0,0.25,4.6640625
1900.0,0.234375,3.3828125
1950.0,0.203125,2.9609375
2000.0,0.1875,3.046875
