Time,Vitality,Protein
1000.0,0.9078014184397163,750.9645390070922
1050.0,0.9078014184397163,746.6950354609929
1100.0,0.9078014184397163,739.9219858156029
1150.0,0.900709219858156,717.0
1200.0,0.8794326241134752,686.3475177304964
1250.0,0.851063829787234,671.1631205673759
1300.0,0.8439716312056738,664.1631205673759
1350.0,0.8297872340425532,668.1063829787234
1400.0,0.8014184397163121,657.5177304964539
1450.0,0.7943262411347518,679.9645390070922
1500.0,0.7872340425531915,691.2765957446809
1550.0,0.7730496453900709,688.2553191489362
1600.0,0.7588652482269503,670.1063829787234
1650.0,0.7588652482269503,654.3191489361702
1700.0,0.7375886524822695,620.6382978723404
1750.0,0.723404255319149,585.6028368794326
1800.0,0.7021276595744681,576.2127659574468
1850.0,0.6808510638297872,547.7588652482269
1900.0,0.6666666666666666,519.0141843971631
1950.0,0.6524822695035462,498.84397163120565
2000.0,0.6170212765957447,474.79432624113474
