Time,Vitality,Protein
1000.0,0.9044117647058824,765.3823529411765
1050.0,0.9044117647058824,767.625
1100.0,0.8897058823529411,748.0808823529412
1150.0,0.8897058823529411,753.6323529411765
1200.0,0.875,753.7132352941177
1250.0,0.7941176470588235,726.6102941176471
1300.0,0.7132352941176471,668.3088235294117
1350.0,0.5955882352941176,549.5661764705883
1400.0,0.5514705882352942,507.2867647058824
1450.0,0.4852941176470588,463.95588235294116
1500.0,0.4485294117647059,388.20588235294116
1550.0,0.41911764705882354,342.3382352941176
1600.0,0.38235294117647056,296.9852941176471
1650.0,0.3602941176470588,268.625
1700.0,0.33088235294117646,267.90441176470586
1750.0,0.2867647058823529,235.0735294117647
1800.0,0.25,213.4191176470588
1850.0,0.25,213.86029411764707
1900.0,0.2426470588235294,203.4485294117647
1950.0,0.22058823529411764,178.64705882352942
2000.0,0.17647058823529413,148.75
