Time,Vitality,Protein
1000.0,0.9225352112676056,795.9366197183099
1050.0,0.9225352112676056,797.4295774647887
1100.0,0.9225352112676056,810.8169014084507
1150.0,0.9154929577464789,809.887323943662
1200.0,0.9154929577464789,793.2605633802817
1250.0,0.4014084507042254,346.77464788732397
1300.0,0.2112676056338028,164.06338028169014
1350.0,0.09859154929577464,96.49295774647888
1400.0,0.035211267605633804,26.183098591549296
1450.0,0.0,0.0
1500.0,0.0,0.0
1550.0,0.0,0.0
1600.0,0.0,0.0
1650.0,0.0,0.0
1700.0,0.0,0.0
1750.0,0.0,0.0
1800.0,0.0,0.0
1850.0,0.0,0.0
1900.0,0.0,0.0
1950.0,0.0,0.0
2000.0,0.0,0.0
