time,cell_number,x,y,Alive,nuclei_size,cell_size,protein_concentration,number_of_mRNA_in_nucleus,number_of_mRNA_in_cytoplasm,number_of_transcription_sites,file_name
0,1,313,63,1,2602.0,5469,108.67178643262022,2,3,0,rep1_FOV1
1,1,313,63,1,2619.0,5427,103.97143910079234,1,4,1,rep1_FOV1
2,1,313,63,1,2614.0,5477,105.97662954171992,3,2,0,rep1_FOV1
3,1,313,63,1,2610.0,5480,105.942700729927,1,3,1,rep1_FOV1
4,1,313,63,1,2625.0,5528,110.67727930535456,3,2,0,rep1_FOV1
5,1,313,63,1,2606.0,4724,70.36092294665538,1,3,0,rep1_FOV1
6,1,313,63,1,2609.0,4701,68.83641778345033,1,3,0,rep1_FOV1
7,1,313,63,1,2604.0,4497,69.20880587058039,0,3,0,rep1_FOV1
8,1,313,63,1,2602.0,4281,66.66012613875263,0,1,0,rep1_FOV1
9,1,313,63,1,2606.0,4339,65.67872781746946,0,1,0,rep1_FOV1
10,1,313,63,1,2596.0,4364,64.31576535288725,0,1,0,rep1_FOV1
11,1,313,63,1,2595.0,4406,65.70335905583296,0,0,1,rep1_FOV1
12,1,313,63,1,2607.0,4490,68.30267260579065,1,1,1,rep1_FOV1
13,1,313,63,1,2611.0,4807,72.15227792802163,1,3,0,rep1_FOV1
14,1,313,63,1,2604.0,4887,74.40413341518314,1,2,1,rep1_FOV1
15,1,313,63,1,2603.0,4764,72.33522250209907,1,3,1,rep1_FOV1
16,1,313,63,1,2604.0,4802,72.41649312786339,3,4,0,rep1_FOV1
17,1,313,63,1,2616.0,4801,74.3518017079775,1,3,1,rep1_FOV1
18,1,313,63,1,2603.0,4761,74.09871875656374,1,2,0,rep1_FOV1
19,1,313,63,1,2611.0,4674,70.63222079589217,1,3,0,rep1_FOV1
20,1,313,63,1,2616.0,4629,68.69302225102614,2,0,0,rep1_FOV1
0,2,100,100,1,2549.0,5738,141.00348553502965,1,7,1,rep1_FOV1
1,2,100,100,1,2541.0,5746,157.5316742081448,4,7,1,rep1_FOV1
2,2,100,100,1,2550.0,5886,163.7240910635406,1,7,1,rep1_FOV1
3,2,100,100,1,2532.0,5768,155.61615811373093,4,8,0,rep1_FOV1
4,2,100,100,1,2546.0,5711,144.52617755209246,2,5,0,rep1_FOV1
5,2,100,100,1,2542.0,4686,71.7708066581306,3,4,0,rep1_FOV1
6,2,100,100,1,2540.0,4564,68.59947414548641,1,1,0,rep1_FOV1
7,2,100,100,1,2516.0,4480,68.75446428571429,0,3,0,rep1_FOV1
8,2,100,100,1,2540.0,4301,66.40269704719833,1,1,0,rep1_FOV1
9,2,100,100,1,2542.0,4251,64.09762408844978,0,0,1,rep1_FOV1
10,2,100,100,1,2530.0,4368,65.1668956043956,2,1,0,rep1_FOV1
11,2,100,100,1,2530.0,4353,65.29703652653343,2,0,0,rep1_FOV1
12,2,100,100,1,2530.0,4118,64.78630403108305,1,1,1,rep1_FOV1
13,2,100,100,0,0.0,0,0.0,0,0,0,rep1_FOV1
14,2,100,100,0,0.0,0,0.0,0,0,0,rep1_FOV1
15,2,100,100,0,0.0,0,0.0,0,0,0,rep1_FOV1
16,2,100,100,0,0.0,0,0.0,0,0,0,rep1_FOV1
