time,cell_number,x,y,Alive,nuclei_size,cell_size,protein_concentration,number_of_mRNA_in_nucleus,number_of_mRNA_in_cytoplasm,number_of_transcription_sites,file_name
0,1,327,52,1,2432.0,6310,144.87622820919177,0,8,1,rep1_FOV6
1,1,327,52,1,2423.0,6258,136.43767976989454,5,9,1,rep1_FOV6
2,1,327,52,1,2455.0,6347,150.5449818812037,3,13,1,rep1_FOV6
3,1,327,52,1,2453.0,6485,181.9142636854279,3,19,2,rep1_FOV6
4,1,327,52,1,2450.0,6550,201.98763358778626,8,15,1,rep1_FOV6
5,1,327,52,1,2447.0,6609,222.7420184596762,4,16,1,rep1_FOV6
6,1,327,52,1,2459.0,6679,228.0576433597844,1,11,1,rep1_FOV6
7,1,327,52,1,2466.0,6689,211.40319928240396,1,15,0,rep1_FOV6
8,1,327,52,1,2484.0,6503,183.13747501153313,0,7,0,rep1_FOV6
9,1,327,52,1,2464.0,6307,149.8902806405581,0,5,0,rep1_FOV6
10,1,327,52,1,2446.0,6106,126.10923681624631,0,5,0,rep1_FOV6
11,1,327,52,1,2468.0,6078,115.99950641658441,0,4,0,rep1_FOV6
12,1,327,52,1,2466.0,5791,104.43671213952685,3,3,0,rep1_FOV6
13,1,327,52,1,2446.0,5613,93.49741671120613,1,1,0,rep1_FOV6
14,1,327,52,1,2445.0,5522,85.44621513944223,3,4,1,rep1_FOV6
15,1,327,52,1,2437.0,5534,89.5889049512107,2,2,1,rep1_FOV6
16,1,327,52,1,2467.0,5664,92.43926553672317,1,2,1,rep1_FOV6
17,1,327,52,1,2465.0,5642,92.536866359447,2,5,0,rep1_FOV6
18,1,327,52,0,0.0,4845,66.39979360165118,0,0,0,rep1_FOV6
19,1,327,52,0,0.0,0,0.0,0,0,0,rep1_FOV6
20,1,327,52,0,0.0,0,0.0,0,0,0,rep1_FOV6
0,2,547,61,1,2711.0,6792,145.43477620730272,1,11,0,rep1_FOV6
1,2,547,61,1,2701.0,6701,135.88852410088046,2,7,0,rep1_FOV6
2,2,547,61,1,2689.0,6658,128.7370081105437,1,4,1,rep1_FOV6
3,2,547,61,1,2699.0,6547,118.98243470291737,1,6,0,rep1_FOV6
4,2,547,61,1,2695.0,6497,110.19224257349546,1,6,0,rep1_FOV6
5,2,547,61,1,2684.0,6378,103.96205707118219,1,2,0,rep1_FOV6
