time,cell_number,x,y,Alive,nuclei_size,cell_size,protein_concentration,number_of_mRNA_in_nucleus,number_of_mRNA_in_cytoplasm,number_of_transcription_sites,file_name
0,1,205,53,1,2621.0,12830,101.3655494933749,3,8,1,rep2_FOV5
1,1,205,53,1,2612.0,12684,93.00953957742037,5,4,1,rep2_FOV5
2,1,205,53,1,2615.0,12642,88.95997468754943,4,6,1,rep2_FOV5
3,1,205,53,1,2626.0,12726,86.41521294986642,1,7,1,rep2_FOV5
4,1,205,53,1,2608.0,12585,87.22916170043703,3,9,0,rep2_FOV5
5,1,205,53,1,2605.0,12529,88.8766860882752,4,4,1,rep2_FOV5
6,1,205,53,1,2625.0,12213,85.43789404732662,4,3,0,rep2_FOV5
7,1,205,53,1,2625.0,12145,81.20979827089337,3,1,1,rep2_FOV5
8,1,205,53,1,2620.0,5776,85.08119806094183,0,1,0,rep2_FOV5
9,1,205,53,1,2629.0,12461,85.97255436963326,1,7,1,rep2_FOV5
10,1,205,53,1,2629.0,12408,85.94487427466152,2,5,1,rep2_FOV5
11,1,205,53,1,2635.0,12476,84.89099070214813,2,2,1,rep2_FOV5
12,1,205,53,1,2625.0,5295,70.41699716713882,0,0,0,rep2_FOV5
13,1,205,53,1,2604.0,5076,68.35973207249803,0,0,0,rep2_FOV5
14,1,205,53,1,2609.0,5066,67.73035925779708,0,1,1,rep2_FOV5
15,1,205,53,1,2607.0,12264,79.80715916503588,10,6,1,rep2_FOV5
16,1,205,53,1,2637.0,12839,92.55105537814471,8,13,2,rep2_FOV5
17,1,205,53,1,2613.0,13397,108.94230051504069,10,24,2,rep2_FOV5
18,1,205,53,1,2626.0,13755,123.2581606688477,9,16,1,rep2_FOV5
19,1,205,53,1,2596.0,13958,134.61513110760853,7,22,2,rep2_FOV5
20,1,205,53,1,2629.0,14002,141.3506641908299,12,17,2,rep2_FOV5
0,2,438,93,1,2615.0,7200,101.93597222222222,5,9,1,rep2_FOV5
1,2,438,93,1,2620.0,7484,124.26924104756814,6,12,1,rep2_FOV5
2,2,438,93,1,2618.0,7715,158.15839274141283,8,13,1,rep2_FOV5
3,2,438,93,1,2606.0,7884,170.4164129883308,4,12,1,rep2_FOV5
4,2,438,93,1,2617.0,7762,158.26835867044576,3,9,1,rep2_FOV5
5,2,438,93,1,2598.0,7669,143.36354153083843,2,6,0,rep2_FOV5
6,2,438,93,1,2629.0,7496,129.0184098185699,1,5,0,rep2_FOV5
7,2,438,93,1,2593.0,7445,115.85547347212895,0,5,0,rep2_FOV5
8,2,438,93,1,2631.0,7309,105.8270625256533,2,3,0,rep2_FOV5
9,2,438,93,1,2620.0,7072,97.35888009049773,1,4,0,rep2_FOV5
10,2,438,93,1,2610.0,7008,90.80736301369863,0,3,1,rep2_FOV5
11,2,438,93,1,2614.0,6878,86.79558011049724,4,1,1,rep2_FOV5
12,2,438,93,1,2608.0,6750,80.8845925925926,5,4,0,rep2_FOV5
13,2,438,93,1,2605.0,6745,81.51682727946627,2,5,0,rep2_FOV5
14,2,438,93,1,2619.0,6987,85.93330470874481,2,3,0,rep2_FOV5
15,2,438,93,1,2612.0,6869,83.14674625127384,0,1,0,rep2_FOV5
16,2,438,93,1,2626.0,6528,75.74555759803921,0,0,0,rep2_FOV5
17,2,438,93,1,2602.0,6459,71.50565102957114,0,0,1,rep2_FOV5
18,2,438,93,1,2614.0,6330,69.84202211690364,3,2,0,rep2_FOV5
19,2,438,93,1,2603.0,6443,72.0097780537017,2,2,0,rep2_FOV5
20,2,438,93,1,2600.0,6555,73.38474446987033,0,1,0,rep2_FOV5
0,3,174,154,1,2685.0,12830,101.3655494933749,3,8,1,rep2_FOV5
1,3,174,154,1,2682.0,12684,93.00953957742037,5,4,1,rep2_FOV5
2,3,174,154,1,2687.0,12642,88.95997468754943,4,6,1,rep2_FOV5
3,3,174,154,1,2713.0,12726,86.41521294986642,1,7,1,rep2_FOV5
4,3,174,154,1,2699.0,12585,87.22916170043703,3,9,0,rep2_FOV5
5,3,174,154,1,2694.0,12529,88.8766860882752,4,4,1,rep2_FOV5
6,3,174,154,1,2687.0,12213,85.43789404732662,4,3,0,rep2_FOV5
7,3,174,154,1,2701.0,12145,81.20979827089337,3,1,1,rep2_FOV5
8,3,174,154,1,2701.0,6328,74.45638432364096,2,6,1,rep2_FOV5
9,3,174,154,1,2697.0,12461,85.97255436963326,1,7,1,rep2_FOV5
10,3,174,154,1,2696.0,12408,85.94487427466152,2,5,1,rep2_FOV5
11,3,174,154,1,2681.0,12476,84.89099070214813,2,2,1,rep2_FOV5
12,3,174,154,1,2706.0,6706,85.85237101103489,1,3,1,rep2_FOV5
13,3,174,154,1,2675.0,6619,83.42272246562925,2,2,0,rep2_FOV5
14,3,174,154,1,2690.0,6630,84.48914027149321,0,2,0,rep2_FOV5
15,3,174,154,1,2695.0,12264,79.80715916503588,10,6,1,rep2_FOV5
16,3,174,154,1,2692.0,12839,92.55105537814471,8,13,2,rep2_FOV5
17,3,174,154,1,2689.0,13397,108.94230051504069,10,24,2,rep2_FOV5
18,3,174,154,1,2701.0,13755,123.2581606688477,9,16,1,rep2_FOV5
19,3,174,154,1,2700.0,13958,134.61513110760853,7,22,2,rep2_FOV5
20,3,174,154,1,2687.0,14002,141.3506641908299,12,17,2,rep2_FOV5
0,4,292,222,1,2646.0,6022,92.66074393889073,2,5,1,rep2_FOV5
1,4,292,222,1,2643.0,6047,89.76153464527864,2,3,1,rep2_FOV5
2,4,292,222,1,2647.0,5873,88.49378511833815,1,5,1,rep2_FOV5
3,4,292,222,1,2640.0,6009,90.5282076884673,4,5,1,rep2_FOV5
4,4,292,222,1,2639.0,6190,97.8875605815832,6,8,0,rep2_FOV5
5,4,292,222,1,2632.0,6053,91.39104576243186,3,2,0,rep2_FOV5
6,4,292,222,1,2635.0,5905,88.99034716342084,0,2,0,rep2_FOV5
7,4,292,222,1,2642.0,5892,86.13866259334691,0,3,0,rep2_FOV5
8,4,292,222,1,2639.0,5828,82.13778311599177,0,2,0,rep2_FOV5
9,4,292,222,1,2626.0,5819,79.18491149682076,0,2,0,rep2_FOV5
10,4,292,222,1,2632.0,5702,76.6131182041389,0,0,0,rep2_FOV5
11,4,292,222,1,2634.0,5775,81.99324675324675,3,4,1,rep2_FOV5
12,4,292,222,1,2643.0,6006,90.0084915084915,3,3,1,rep2_FOV5
13,4,292,222,1,2647.0,6205,105.43078162771958,3,9,2,rep2_FOV5
14,4,292,222,1,2623.0,6483,127.33333333333333,7,7,2,rep2_FOV5
15,4,292,222,1,2645.0,6685,152.81765145848917,1,19,3,rep2_FOV5
16,4,292,222,1,2627.0,6761,176.31933145984323,3,13,2,rep2_FOV5
17,4,292,222,1,2647.0,6770,174.70620384047268,3,12,1,rep2_FOV5
18,4,292,222,1,2628.0,6732,166.74777183600713,4,7,1,rep2_FOV5
19,4,292,222,1,2628.0,6707,156.71492470553153,1,11,1,rep2_FOV5
20,4,292,222,1,2623.0,6586,145.726389310659,2,6,2,rep2_FOV5
0,5,557,226,1,2566.0,7023,121.64687455503346,4,12,1,rep2_FOV5
1,5,557,226,1,2573.0,7188,139.07429048414022,4,18,1,rep2_FOV5
2,5,557,226,1,2580.0,7220,145.41246537396123,3,17,2,rep2_FOV5
3,5,557,226,1,2589.0,7219,145.71768943066905,3,11,1,rep2_FOV5
4,5,557,226,1,2566.0,7239,136.46650089791407,3,9,0,rep2_FOV5
5,5,557,226,1,2587.0,7072,129.04751131221718,2,5,0,rep2_FOV5
6,5,557,226,1,2575.0,6959,116.55597068544331,2,4,0,rep2_FOV5
7,5,557,226,1,2576.0,6835,105.92275054864668,1,3,0,rep2_FOV5
8,5,557,226,1,2594.0,6646,92.43529942822751,1,2,0,rep2_FOV5
9,5,557,226,1,2587.0,6480,83.88148148148149,1,0,0,rep2_FOV5
10,5,557,226,1,2566.0,6239,77.79788427632633,4,3,1,rep2_FOV5
11,5,557,226,1,2567.0,6674,92.7884327240036,0,7,2,rep2_FOV5
12,5,557,226,1,2566.0,6856,103.11624854142357,3,4,3,rep2_FOV5
13,5,557,226,1,2562.0,7002,113.61610968294772,3,13,1,rep2_FOV5
14,5,557,226,1,2584.0,7040,124.89446022727273,0,10,2,rep2_FOV5
15,5,557,226,1,2576.0,7106,134.52603433717985,3,10,2,rep2_FOV5
16,5,557,226,1,2582.0,7130,133.71584852734924,3,12,1,rep2_FOV5
17,5,557,226,1,2584.0,7083,128.90738387688833,6,9,1,rep2_FOV5
18,5,557,226,1,2548.0,7167,132.54290498116367,3,8,1,rep2_FOV5
19,5,557,226,1,2590.0,7103,127.80402646768971,1,6,0,rep2_FOV5
20,5,557,226,1,2565.0,7028,119.55819578827547,1,6,0,rep2_FOV5
0,6,445,274,1,2591.0,6200,109.49225806451614,4,6,1,rep2_FOV5
1,6,445,274,1,2612.0,6311,119.45919822532086,3,10,1,rep2_FOV5
2,6,445,274,1,2609.0,6347,123.94721915865763,1,8,1,rep2_FOV5
3,6,445,274,1,2630.0,6296,119.27144218551462,1,8,1,rep2_FOV5
4,6,445,274,1,2613.0,6269,112.15153932046579,2,4,1,rep2_FOV5
5,6,445,274,1,2629.0,6129,101.5578397781041,6,5,1,rep2_FOV5
6,6,445,274,1,2613.0,6160,101.8172077922078,8,4,0,rep2_FOV5
7,6,445,274,1,2633.0,6169,100.59361322742745,3,3,0,rep2_FOV5
8,6,445,274,1,2602.0,5990,91.40617696160267,0,3,1,rep2_FOV5
9,6,445,274,1,2626.0,5998,91.15688562854285,8,6,1,rep2_FOV5
10,6,445,274,1,2613.0,6272,110.74968112244898,4,9,1,rep2_FOV5
11,6,445,274,1,2616.0,6382,125.16828580382325,3,9,1,rep2_FOV5
12,6,445,274,1,2625.0,6402,124.7158700406123,2,9,1,rep2_FOV5
13,6,445,274,1,2616.0,6297,116.96013974908686,2,6,1,rep2_FOV5
14,6,445,274,1,2614.0,6292,115.22377622377623,2,4,1,rep2_FOV5
15,6,445,274,1,2622.0,6284,115.27753023551878,4,7,1,rep2_FOV5
16,6,445,274,1,2616.0,6290,115.3670906200318,4,7,1,rep2_FOV5
17,6,445,274,1,2611.0,6302,116.51713741669312,4,6,0,rep2_FOV5
18,6,445,274,1,2622.0,6244,111.16928251121077,1,7,0,rep2_FOV5
19,6,445,274,1,2596.0,6184,107.63340879689521,0,1,1,rep2_FOV5
20,6,445,274,1,2633.0,6099,101.72224954910641,3,5,0,rep2_FOV5
0,7,576,358,1,2601.0,6413,123.68641821300483,8,13,1,rep2_FOV5
1,7,576,358,1,2603.0,6483,134.7641523985809,4,12,1,rep2_FOV5
2,7,576,358,1,2594.0,6495,135.02909930715936,3,9,0,rep2_FOV5
3,7,576,358,1,2621.0,6487,138.51086788962542,0,10,0,rep2_FOV5
4,7,576,358,1,2594.0,6387,123.95162047909817,0,4,0,rep2_FOV5
5,7,576,358,1,2579.0,6156,104.75243664717348,0,0,0,rep2_FOV5
6,7,576,358,1,2598.0,5971,91.61212527214872,1,0,1,rep2_FOV5
7,7,576,358,1,2604.0,5862,85.11054247697032,1,3,1,rep2_FOV5
8,7,576,358,1,2615.0,5919,84.58928873120459,3,4,1,rep2_FOV5
9,7,576,358,1,2578.0,6039,96.73621460506706,3,8,0,rep2_FOV5
10,7,576,358,1,2599.0,6201,105.38429285599096,3,9,0,rep2_FOV5
11,7,576,358,1,2588.0,6233,107.52494785817423,2,5,0,rep2_FOV5
12,7,576,358,1,2584.0,6193,102.38624253189084,0,1,0,rep2_FOV5
13,7,576,358,1,2603.0,5939,88.66206432059269,1,1,1,rep2_FOV5
14,7,576,358,1,2600.0,5908,88.41807718348002,2,4,0,rep2_FOV5
15,7,576,358,1,2574.0,5905,86.44758679085521,2,6,1,rep2_FOV5
16,7,576,358,1,2588.0,5858,84.82468419255719,2,1,0,rep2_FOV5
17,7,576,358,1,2603.0,5807,83.17237816428448,2,3,0,rep2_FOV5
18,7,576,358,1,2605.0,5808,81.50447658402204,0,3,0,rep2_FOV5
19,7,576,358,1,2603.0,5740,79.02578397212544,0,1,0,rep2_FOV5
20,7,576,358,1,2589.0,5658,77.98232591021562,0,1,0,rep2_FOV5
0,8,404,428,1,2849.0,6122,75.71953609931396,2,4,1,rep2_FOV5
1,8,404,428,1,2838.0,6543,87.30077945896377,3,2,0,rep2_FOV5
2,8,404,428,1,2869.0,6585,87.14821564160972,3,3,0,rep2_FOV5
3,8,404,428,1,2839.0,6584,89.19410692588092,0,2,0,rep2_FOV5
4,8,404,428,1,2851.0,6555,85.92158657513349,0,1,0,rep2_FOV5
5,8,404,428,1,2816.0,6397,80.80100046896983,0,1,0,rep2_FOV5
6,8,404,428,1,2857.0,6219,76.8557645923782,0,0,0,rep2_FOV5
7,8,404,428,1,2865.0,6087,72.66075242319698,1,0,1,rep2_FOV5
8,8,404,428,1,2864.0,6092,71.13493105712409,1,2,1,rep2_FOV5
9,8,404,428,1,2843.0,6268,77.62811104020422,5,3,1,rep2_FOV5
10,8,404,428,1,2840.0,6518,88.25974225222461,4,7,1,rep2_FOV5
11,8,404,428,1,2860.0,6887,106.36663278640917,5,7,0,rep2_FOV5
12,8,404,428,1,2853.0,6911,110.68644190421068,2,9,1,rep2_FOV5
13,8,404,428,1,2861.0,6945,115.31461483081354,5,4,1,rep2_FOV5
14,8,404,428,1,2820.0,6979,115.76042412953146,4,2,1,rep2_FOV5
15,8,404,428,1,2830.0,6926,111.06266243141785,3,4,1,rep2_FOV5
16,8,404,428,1,2847.0,6883,109.12567194537266,2,3,3,rep2_FOV5
17,8,404,428,1,2858.0,6928,107.78464203233257,3,5,0,rep2_FOV5
18,8,404,428,1,2834.0,6859,105.31753899985421,1,3,0,rep2_FOV5
19,8,404,428,1,2841.0,6855,104.18439095550693,0,2,0,rep2_FOV5
20,8,404,428,1,2841.0,6722,97.39467420410593,0,3,0,rep2_FOV5
0,9,274,427,1,2643.0,6284,139.61489497135582,3,9,2,rep2_FOV5
1,9,274,427,1,2667.0,6224,129.72991645244215,5,9,0,rep2_FOV5
2,9,274,427,1,2676.0,6153,123.59531935641151,5,10,0,rep2_FOV5
3,9,274,427,1,2668.0,6173,122.3270694961931,3,8,1,rep2_FOV5
4,9,274,427,1,2653.0,6147,118.51000488042948,3,5,0,rep2_FOV5
5,9,274,427,1,2671.0,6086,113.17909957279001,1,4,0,rep2_FOV5
6,9,274,427,1,2655.0,5958,104.69368915743539,1,3,0,rep2_FOV5
7,9,274,427,1,2663.0,5823,93.48428645028336,0,2,0,rep2_FOV5
8,9,274,427,1,2657.0,5660,84.98816254416961,0,1,0,rep2_FOV5
9,9,274,427,1,2659.0,5408,76.48631656804734,0,0,0,rep2_FOV5
10,9,274,427,1,2666.0,5309,72.60180825014127,0,0,0,rep2_FOV5
11,9,274,427,1,2659.0,5117,69.34492866914208,0,0,0,rep2_FOV5
12,9,274,427,1,2664.0,5033,68.02503477051461,0,0,0,rep2_FOV5
13,9,274,427,1,2664.0,5054,66.26770874554808,0,0,0,rep2_FOV5
14,9,274,427,1,2667.0,4919,66.36775767432405,2,0,0,rep2_FOV5
15,9,274,427,1,2652.0,4836,67.42638544251447,0,1,0,rep2_FOV5
16,9,274,427,1,2652.0,5026,67.48149621965779,0,0,0,rep2_FOV5
17,9,274,427,1,2656.0,4939,66.02166430451508,0,0,0,rep2_FOV5
18,9,274,427,1,2657.0,4841,65.17702953935138,0,0,0,rep2_FOV5
19,9,274,427,1,2662.0,4591,65.29427140056633,0,0,0,rep2_FOV5
20,9,274,427,1,2648.0,4726,65.34574693186627,1,0,0,rep2_FOV5
0,10,109,434,1,2600.0,6629,114.6245285865138,5,3,2,rep2_FOV5
1,10,109,434,1,2592.0,6561,110.03810394756897,2,7,1,rep2_FOV5
2,10,109,434,1,2609.0,6533,112.86621766416654,7,10,1,rep2_FOV5
3,10,109,434,1,2608.0,6718,125.54420958618637,5,16,1,rep2_FOV5
4,10,109,434,1,2596.0,6738,128.800089047195,5,11,1,rep2_FOV5
5,10,109,434,1,2599.0,6733,125.9108866775583,4,7,0,rep2_FOV5
6,10,109,434,1,2591.0,6697,115.76691055696581,1,4,1,rep2_FOV5
7,10,109,434,1,2585.0,6479,105.58697329834851,3,4,0,rep2_FOV5
8,10,109,434,1,2610.0,6441,100.46188480049682,2,6,0,rep2_FOV5
9,10,109,434,1,2615.0,6366,97.71551994973295,1,5,1,rep2_FOV5
10,10,109,434,1,2621.0,6361,95.85489702876906,1,4,1,rep2_FOV5
11,10,109,434,1,2604.0,6306,92.46891849032667,0,3,0,rep2_FOV5
12,10,109,434,1,2621.0,6254,88.50895426926766,0,1,1,rep2_FOV5
13,10,109,434,1,2602.0,6206,87.3330647760232,4,1,0,rep2_FOV5
14,10,109,434,1,2600.0,6169,86.95996109580159,4,3,0,rep2_FOV5
15,10,109,434,1,2586.0,6259,86.59034989614955,1,4,2,rep2_FOV5
16,10,109,434,1,2595.0,6400,97.69640625,4,12,2,rep2_FOV5
17,10,109,434,1,2598.0,6570,112.41902587519026,5,13,0,rep2_FOV5
18,10,109,434,1,2595.0,6637,123.86861533825524,4,7,0,rep2_FOV5
19,10,109,434,1,2595.0,6663,117.5601080594327,5,7,2,rep2_FOV5
20,10,109,434,1,2599.0,6687,117.3985344698669,10,11,1,rep2_FOV5
0,11,126,543,1,2763.0,7092,118.31796390298928,5,11,1,rep2_FOV5
1,11,126,543,1,2793.0,7335,146.0906612133606,2,14,0,rep2_FOV5
2,11,126,543,1,2774.0,7289,140.31403484702977,0,6,0,rep2_FOV5
3,11,126,543,1,2758.0,7164,126.08738135120045,0,3,0,rep2_FOV5
4,11,126,543,1,2767.0,6996,109.04888507718697,0,2,0,rep2_FOV5
5,11,126,543,1,2776.0,6851,97.08830827616406,0,0,0,rep2_FOV5
6,11,126,543,1,2761.0,6710,88.75067064083457,1,2,1,rep2_FOV5
7,11,126,543,1,2774.0,6618,87.0329404653974,3,2,0,rep2_FOV5
8,11,126,543,1,2790.0,6615,86.08994708994709,3,2,0,rep2_FOV5
9,11,126,543,1,2769.0,6568,86.98736297198538,2,2,0,rep2_FOV5
10,11,126,543,1,2746.0,6621,83.11614559734178,0,2,1,rep2_FOV5
11,11,126,543,1,2766.0,6395,80.4436278342455,1,3,1,rep2_FOV5
12,11,126,543,1,2763.0,6436,80.6674953387197,3,2,1,rep2_FOV5
13,11,126,543,1,2774.0,6531,81.9015464706783,2,2,0,rep2_FOV5
14,11,126,543,1,2767.0,6458,81.30272530195107,3,1,1,rep2_FOV5
15,11,126,543,1,2764.0,6412,81.35948222083593,3,2,1,rep2_FOV5
16,11,126,543,1,2765.0,6652,87.66355983162958,3,2,1,rep2_FOV5
17,11,126,543,1,2754.0,6830,100.45549048316252,5,7,1,rep2_FOV5
18,11,126,543,1,2753.0,7176,117.8786231884058,3,13,0,rep2_FOV5
19,11,126,543,1,2795.0,7105,123.78001407459536,0,10,0,rep2_FOV5
20,11,126,543,1,2768.0,7077,120.50982054542885,1,8,1,rep2_FOV5
0,12,293,568,1,2361.0,6700,147.74492537313432,0,9,1,rep2_FOV5
1,12,293,568,1,2347.0,6693,136.27192589272374,1,7,1,rep2_FOV5
2,12,293,568,1,2343.0,6495,126.38475750577368,1,7,0,rep2_FOV5
3,12,293,568,1,2355.0,6403,110.54443229736061,1,5,0,rep2_FOV5
4,12,293,568,1,2362.0,6263,100.9651923998084,0,4,0,rep2_FOV5
5,12,293,568,1,2349.0,6080,90.1327302631579,0,1,0,rep2_FOV5
6,12,293,568,1,2356.0,5958,83.68244377307822,1,1,0,rep2_FOV5
7,12,293,568,1,2343.0,6031,84.266290830708,2,4,1,rep2_FOV5
8,12,293,568,1,2361.0,6242,99.55382890099327,6,9,1,rep2_FOV5
9,12,293,568,1,2355.0,6441,110.06489675516224,2,11,1,rep2_FOV5
10,12,293,568,1,2345.0,6574,127.91451171280804,3,10,1,rep2_FOV5
11,12,293,568,1,2382.0,6553,123.2357698763925,2,6,0,rep2_FOV5
12,12,293,568,1,2351.0,6410,114.7808112324493,1,4,0,rep2_FOV5
13,12,293,568,1,2348.0,6299,102.93030639784092,1,3,0,rep2_FOV5
14,12,293,568,1,2364.0,6135,95.52192339038305,2,3,0,rep2_FOV5
15,12,293,568,1,2334.0,6111,88.17853051873671,1,0,0,rep2_FOV5
16,12,293,568,1,2336.0,5957,83.43998657042135,0,1,1,rep2_FOV5
17,12,293,568,1,2356.0,5978,82.43793911007026,0,2,1,rep2_FOV5
18,12,293,568,1,2347.0,5979,83.46245191503596,4,5,1,rep2_FOV5
19,12,293,568,1,2364.0,6386,111.77528969621046,2,12,1,rep2_FOV5
20,12,293,568,1,2371.0,6639,136.95210122006327,2,11,1,rep2_FOV5
