time,cell_number,x,y,Alive,nuclei_size,cell_size,protein_concentration,number_of_mRNA_in_nucleus,number_of_mRNA_in_cytoplasm,number_of_transcription_sites,file_name
0,1,215,111,1,2732.0,6262,86.36745448738422,1,3,1,rep1_FOV4
1,1,215,111,1,2720.0,6347,91.70001575547502,3,4,1,rep1_FOV4
2,1,215,111,1,2728.0,6497,100.95459442819762,2,7,1,rep1_FOV4
3,1,215,111,1,2709.0,6557,106.39362513344517,3,7,0,rep1_FOV4
4,1,215,111,1,2736.0,6604,108.6797395517868,1,5,1,rep1_FOV4
5,1,215,111,1,2712.0,6572,107.52404138770542,5,5,0,rep1_FOV4
6,1,215,111,1,2724.0,6587,105.51009564293305,2,4,0,rep1_FOV4
7,1,215,111,1,2719.0,6522,101.63324133701319,2,3,0,rep1_FOV4
8,1,215,111,1,2728.0,6392,93.47872340425532,0,1,1,rep1_FOV4
9,1,215,111,1,2733.0,6488,98.14765721331689,3,9,1,rep1_FOV4
10,1,215,111,1,2728.0,6906,142.53620040544453,2,14,4,rep1_FOV4
11,1,215,111,1,2735.0,7279,207.95919769199065,6,20,3,rep1_FOV4
12,1,215,111,1,2737.0,7370,244.49077340569877,2,18,2,rep1_FOV4
13,1,215,111,1,2728.0,7352,241.9967355821545,4,12,0,rep1_FOV4
14,1,215,111,1,2729.0,7265,212.22395044735032,3,9,0,rep1_FOV4
15,1,215,111,1,2713.0,7138,183.5360044830485,0,5,0,rep1_FOV4
16,1,215,111,1,2722.0,7002,152.5731219651528,0,4,0,rep1_FOV4
17,1,215,111,1,2707.0,6856,130.77508751458578,0,5,0,rep1_FOV4
18,1,215,111,1,2725.0,6716,114.61584276354974,0,3,0,rep1_FOV4
19,1,215,111,1,2732.0,6531,102.05267187260756,0,2,0,rep1_FOV4
20,1,215,111,1,2733.0,6342,91.14191106906338,0,0,1,rep1_FOV4
0,2,51,161,1,2651.0,5681,90.4673472980109,2,5,1,rep1_FOV4
1,2,51,161,1,2649.0,5941,105.82747012287494,1,7,2,rep1_FOV4
2,2,51,161,1,2654.0,5940,107.93198653198654,4,3,1,rep1_FOV4
3,2,51,161,1,2654.0,5881,103.84713484101343,5,2,1,rep1_FOV4
4,2,51,161,1,2670.0,5961,107.4339875859755,0,5,0,rep1_FOV4
5,2,51,161,1,2633.0,5890,103.72037351443124,0,4,0,rep1_FOV4
6,2,51,161,1,2658.0,5820,96.21632302405499,3,1,1,rep1_FOV4
7,2,51,161,1,2664.0,5823,96.48274085522927,3,4,0,rep1_FOV4
8,2,51,161,1,2653.0,5866,103.23150357995226,0,5,0,rep1_FOV4
9,2,51,161,1,2678.0,5901,103.0091509913574,0,2,0,rep1_FOV4
10,2,51,161,1,2652.0,5837,94.14408086345726,1,2,1,rep1_FOV4
11,2,51,161,1,2652.0,5780,95.42664359861591,3,3,2,rep1_FOV4
12,2,51,161,1,2639.0,5668,89.75582215949188,3,2,1,rep1_FOV4
13,2,51,161,1,2657.0,5676,88.05532064834391,4,3,1,rep1_FOV4
14,2,51,161,1,2654.0,5661,86.83819113230878,1,2,2,rep1_FOV4
15,2,51,161,1,2658.0,5686,88.67886035877594,2,3,1,rep1_FOV4
16,2,51,161,1,2644.0,5877,101.67738642164369,3,6,0,rep1_FOV4
17,2,51,161,1,2644.0,5941,102.05049654940245,1,2,0,rep1_FOV4
18,2,51,161,1,2673.0,5897,103.54773613701882,2,6,2,rep1_FOV4
19,2,51,161,1,2671.0,6133,124.76928093918147,3,10,2,rep1_FOV4
20,2,51,161,1,2655.0,6282,148.4528812480102,5,14,1,rep1_FOV4
0,3,364,250,1,2755.0,6102,93.86119305145854,1,3,0,rep1_FOV4
1,3,364,250,1,2753.0,5899,87.20478047126632,0,1,0,rep1_FOV4
2,3,364,250,1,2761.0,5892,85.2153767820774,0,2,0,rep1_FOV4
3,3,364,250,1,2747.0,5909,82.46843797596887,0,2,0,rep1_FOV4
4,3,364,250,1,2758.0,5714,80.27091354567729,0,1,0,rep1_FOV4
5,3,364,250,1,2751.0,5630,75.86181172291296,0,0,0,rep1_FOV4
6,3,364,250,1,2759.0,5623,73.99555397474657,3,1,1,rep1_FOV4
7,3,364,250,1,2764.0,5828,85.55336307481126,2,7,1,rep1_FOV4
8,3,364,250,1,2763.0,6211,107.2559974239253,6,10,1,rep1_FOV4
9,3,364,250,1,2741.0,6395,123.72212666145425,5,9,1,rep1_FOV4
10,3,364,250,1,2761.0,6399,127.77558993592748,0,7,1,rep1_FOV4
11,3,364,250,1,2745.0,6430,121.67262830482115,3,5,1,rep1_FOV4
12,3,364,250,1,2783.0,6390,116.21799687010954,2,11,1,rep1_FOV4
13,3,364,250,1,2745.0,6296,112.01318297331639,6,6,1,rep1_FOV4
14,3,364,250,1,2750.0,6286,111.42332166719694,5,4,1,rep1_FOV4
15,3,364,250,1,2763.0,6380,117.17899686520376,2,7,2,rep1_FOV4
16,3,364,250,1,2761.0,6406,122.42912894161724,7,9,1,rep1_FOV4
17,3,364,250,1,54.0,6375,119.20690196078431,4,10,1,rep1_FOV4
18,3,364,250,1,2757.0,6286,113.39548202354439,6,8,1,rep1_FOV4
19,3,364,250,1,101.0,6261,108.46126816802428,5,4,0,rep1_FOV4
20,3,364,250,1,2761.0,6196,104.59651387992253,4,6,0,rep1_FOV4
0,4,346,361,1,2498.0,5965,70.87896060352054,0,0,0,rep1_FOV4
1,4,346,361,1,2517.0,5948,68.35944855413584,5,0,1,rep1_FOV4
2,4,346,361,1,2502.0,6161,73.92403830546989,4,5,1,rep1_FOV4
3,4,346,361,1,2504.0,6557,87.64572212902242,6,5,1,rep1_FOV4
4,4,346,361,1,2499.0,6785,99.3394252026529,2,5,1,rep1_FOV4
5,4,346,361,1,2474.0,6832,102.40573770491804,3,8,0,rep1_FOV4
6,4,346,361,1,2501.0,6818,104.4583455558815,1,3,0,rep1_FOV4
7,4,346,361,1,1.0,6682,96.38700987728225,1,1,0,rep1_FOV4
8,4,346,361,1,2479.0,6593,88.32777187926588,0,1,0,rep1_FOV4
9,4,346,361,1,2510.0,6517,81.79745281571275,0,1,1,rep1_FOV4
10,4,346,361,1,2502.0,6434,81.46207646875972,2,1,1,rep1_FOV4
11,4,346,361,1,2504.0,6606,91.58946412352407,3,0,1,rep1_FOV4
12,4,346,361,1,2516.0,6696,92.66427718040622,3,4,1,rep1_FOV4
13,4,346,361,1,2506.0,6689,94.9950665271341,3,5,1,rep1_FOV4
14,4,346,361,1,2474.0,6934,105.78684741851745,2,10,1,rep1_FOV4
15,4,346,361,1,7.0,7054,122.27941593422172,1,7,1,rep1_FOV4
16,4,346,361,1,2495.0,7222,140.10135696482968,4,6,2,rep1_FOV4
17,4,346,361,1,2748.0,7312,155.71403172866522,0,14,3,rep1_FOV4
18,4,346,361,1,2505.0,7425,179.44309764309764,2,12,1,rep1_FOV4
19,4,346,361,1,2757.0,7522,198.37011433129487,4,12,1,rep1_FOV4
20,4,346,361,1,2496.0,7494,205.56818788364023,3,13,1,rep1_FOV4
0,5,204,450,1,2579.0,6020,115.28189368770764,3,7,0,rep1_FOV4
1,5,204,450,1,2571.0,6071,114.83116455279196,2,5,0,rep1_FOV4
2,5,204,450,1,2571.0,6022,111.19329126536034,0,2,0,rep1_FOV4
3,5,204,450,1,2580.0,5849,99.40895879637544,0,5,1,rep1_FOV4
4,5,204,450,1,2581.0,5882,100.56715402924175,1,5,0,rep1_FOV4
5,5,204,450,1,2572.0,5970,101.6177554438861,1,6,1,rep1_FOV4
6,5,204,450,1,2569.0,5845,97.48913601368692,1,4,1,rep1_FOV4
7,5,204,450,1,2510.0,5854,96.46122309531944,3,7,1,rep1_FOV4
8,5,204,450,1,2578.0,5837,98.96693506938496,3,7,1,rep1_FOV4
9,5,204,450,1,2580.0,5905,101.90533446232007,3,8,1,rep1_FOV4
10,5,204,450,1,2579.0,5915,104.92459847844464,4,4,0,rep1_FOV4
11,5,204,450,1,2579.0,5996,106.12074716477652,3,5,1,rep1_FOV4
12,5,204,450,1,2566.0,5967,106.30031841796547,1,6,2,rep1_FOV4
13,5,204,450,1,2559.0,6060,115.66452145214521,5,11,1,rep1_FOV4
14,5,204,450,1,2599.0,6110,117.78788870703764,6,6,0,rep1_FOV4
15,5,204,450,1,2508.0,6048,111.49652777777777,4,5,0,rep1_FOV4
16,5,204,450,1,5.0,5909,103.56219326451176,1,6,0,rep1_FOV4
17,5,204,450,1,2533.0,5860,98.06467576791809,1,2,1,rep1_FOV4
18,5,204,450,1,2580.0,5819,94.75442515896202,0,5,1,rep1_FOV4
19,5,204,450,1,2483.0,5774,92.6934534118462,4,2,0,rep1_FOV4
20,5,204,450,1,2586.0,5627,85.55731295539364,2,3,0,rep1_FOV4
0,6,443,536,1,2432.0,5867,89.57167206408727,4,5,0,rep1_FOV4
1,6,443,536,1,2429.0,5918,91.84150050692801,0,7,0,rep1_FOV4
2,6,443,536,1,2456.0,6110,96.90556464811785,0,4,1,rep1_FOV4
3,6,443,536,1,2444.0,6057,98.53656925870894,3,7,1,rep1_FOV4
4,6,443,536,1,2421.0,6125,102.69812244897959,3,6,1,rep1_FOV4
5,6,443,536,1,2403.0,6191,104.86803424325635,2,5,1,rep1_FOV4
6,6,443,536,1,2421.0,6235,106.85773857257418,2,5,1,rep1_FOV4
7,6,443,536,1,2556.0,6223,110.1063795596979,2,8,1,rep1_FOV4
8,6,443,536,1,2426.0,6199,107.5929988707856,1,4,1,rep1_FOV4
9,6,443,536,1,2432.0,6296,107.32385641677256,1,6,0,rep1_FOV4
10,6,443,536,1,2425.0,6047,99.35356375062014,3,3,1,rep1_FOV4
11,6,443,536,1,2438.0,6130,102.06508972267537,1,10,1,rep1_FOV4
12,6,443,536,1,2431.0,6395,125.7563721657545,5,14,1,rep1_FOV4
13,6,443,536,1,2431.0,6556,147.1590909090909,4,11,1,rep1_FOV4
14,6,443,536,1,2430.0,6628,155.42592033796018,0,9,1,rep1_FOV4
15,6,443,536,1,2577.0,6556,142.45088468578402,2,7,0,rep1_FOV4
16,6,443,536,1,2560.0,6482,131.1462511570503,2,4,1,rep1_FOV4
17,6,443,536,1,2577.0,6326,119.92301612393298,1,4,0,rep1_FOV4
18,6,443,536,1,2437.0,6221,109.25622890210578,1,4,1,rep1_FOV4
19,6,443,536,1,2592.0,6203,102.23585361921651,1,3,1,rep1_FOV4
20,6,443,536,1,2432.0,6052,95.01140118968937,3,6,0,rep1_FOV4
0,7,59,536,1,2515.0,12116,76.40277319247276,4,4,2,rep1_FOV4
1,7,59,536,1,2550.0,12691,83.33354345599244,7,10,2,rep1_FOV4
2,7,59,536,1,2540.0,13578,102.9937398733245,5,9,4,rep1_FOV4
3,7,59,536,1,2522.0,14248,144.1913250982594,10,22,4,rep1_FOV4
4,7,59,536,1,2534.0,14677,176.6218573277918,17,25,2,rep1_FOV4
5,7,59,536,1,2555.0,15035,205.56228799467908,8,28,4,rep1_FOV4
6,7,59,536,1,2552.0,15255,232.11622418879057,6,19,4,rep1_FOV4
7,7,59,536,1,2424.0,15305,241.2982685396929,7,22,3,rep1_FOV4
8,7,59,536,1,2552.0,15188,225.14748485646564,4,24,1,rep1_FOV4
9,7,59,536,1,2541.0,14967,198.3985434622837,2,15,1,rep1_FOV4
10,7,59,536,1,2541.0,14819,173.6934341048654,10,16,1,rep1_FOV4
11,7,59,536,1,2558.0,14577,166.48288399533513,5,13,1,rep1_FOV4
12,7,59,536,1,2548.0,14552,162.29851566794943,6,17,2,rep1_FOV4
13,7,59,536,1,2539.0,14632,165.97300437397485,5,17,3,rep1_FOV4
14,7,59,536,1,2532.0,14510,160.36554100620262,6,14,2,rep1_FOV4
15,7,59,536,1,2431.0,14474,152.04014094237945,7,14,1,rep1_FOV4
16,7,59,536,1,2423.0,14417,141.0124158978983,5,9,1,rep1_FOV4
17,7,59,536,1,2446.0,14164,132.5420079073708,3,14,2,rep1_FOV4
18,7,59,536,1,2546.0,14152,132.28836913510457,4,11,3,rep1_FOV4
19,7,59,536,1,2424.0,14211,136.10125958764337,12,16,1,rep1_FOV4
20,7,59,536,1,2542.0,14200,138.80169014084507,3,8,1,rep1_FOV4
0,8,169,587,1,2574.0,12116,76.40277319247276,4,4,2,rep1_FOV4
1,8,169,587,1,2575.0,12691,83.33354345599244,7,10,2,rep1_FOV4
2,8,169,587,1,2574.0,13578,102.9937398733245,5,9,4,rep1_FOV4
3,8,169,587,1,2547.0,14248,144.1913250982594,10,22,4,rep1_FOV4
4,8,169,587,1,2559.0,14677,176.6218573277918,17,25,2,rep1_FOV4
5,8,169,587,1,2563.0,15035,205.56228799467908,8,28,4,rep1_FOV4
6,8,169,587,1,2568.0,15255,232.11622418879057,6,19,4,rep1_FOV4
7,8,169,587,1,2529.0,15305,241.2982685396929,7,22,3,rep1_FOV4
8,8,169,587,1,2563.0,15188,225.14748485646564,4,24,1,rep1_FOV4
9,8,169,587,1,2573.0,14967,198.3985434622837,2,15,1,rep1_FOV4
10,8,169,587,1,2574.0,14819,173.6934341048654,10,16,1,rep1_FOV4
11,8,169,587,1,2554.0,14577,166.48288399533513,5,13,1,rep1_FOV4
12,8,169,587,1,2577.0,14552,162.29851566794943,6,17,2,rep1_FOV4
13,8,169,587,1,2555.0,14632,165.97300437397485,5,17,3,rep1_FOV4
14,8,169,587,1,2575.0,14510,160.36554100620262,6,14,2,rep1_FOV4
15,8,169,587,1,2545.0,14474,152.04014094237945,7,14,1,rep1_FOV4
16,8,169,587,1,2566.0,14417,141.0124158978983,5,9,1,rep1_FOV4
17,8,169,587,1,2556.0,14164,132.5420079073708,3,14,2,rep1_FOV4
18,8,169,587,1,2569.0,14152,132.28836913510457,4,11,3,rep1_FOV4
19,8,169,587,1,2533.0,14211,136.10125958764337,12,16,1,rep1_FOV4
